id,family_id,parent_id,name,bookkeeping,level,status,latitude,longitude,iso639P3code,description,markup_description,child_family_count,child_language_count,child_dialect_count,country_ids
band1351,mand1469,mend1264,Bandi-Zialo,False,family,safe,,,,,,0,2,6,
band1352,mand1469,band1351,Bandi,False,language,safe,7.73729,-10.1684,bza,,,0,0,6,GN LR SL
band1353,aust1307,ambo1253,Banda Malay,False,language,safe,-4.55565,129.905,bpq,,,0,0,0,ID
band1354,aust1307,east2466,Banda-Geser,False,family,safe,,,,,,2,4,7,
band1355,aust1307,band1354,Banda (Indonesia),False,language,definitely endangered,-5.42138,133.142,bnd,,,0,0,2,ID
band1356,aust1307,achi1257,Banda Aceh,False,dialect,safe,,,,,,0,0,0,
band1357,pama1250,news1235,Greater Bandjalangic,False,family,safe,,,,,,3,6,15,
band1358,pama1250,lowe1444,Bandjalang,False,dialect,safe,,,,,,0,0,0,
bane1244,sino1245,bahi1252,Banenge,False,dialect,safe,,,,,,0,0,0,
bane1245,atla1278,baka1273,Baneka,False,dialect,safe,,,,,,0,0,0,
bane1246,atla1278,ewon1239,Bane,False,dialect,safe,,,,,,0,0,0,
banf1238,atla1278,cerm1238,Banfora-Sienena,False,dialect,safe,,,,,,0,0,0,
bang1335,indo1319,garh1243,Bangani,False,dialect,safe,,,,,,0,0,0,
bang1336,indo1319,hary1238,Bangaru Proper,False,dialect,safe,,,,,,0,0,0,
bang1337,sino1245,nach1240,Bangdale,False,dialect,safe,,,,,,0,0,0,
bang1338,sino1245,naaa1245,Bangni,False,dialect,safe,,,,,,0,0,0,
bang1339,pama1250,nort2752,Banggarla,False,language,extinct,-33.3036,136.079,bjb,,,0,0,0,AU
bang1340,atla1278,koma1266,Bangru (Koma),False,dialect,safe,,,,,,0,0,0,
bang1341,atla1278,samb1305,Bangla,False,dialect,safe,,,,,,0,0,0,
bang1342,atla1278,dayy1236,Bangoul,False,dialect,safe,,,,,,0,0,0,
bang1343,atla1278,tupu1244,Bang-Were,False,dialect,safe,,,,,,0,0,0,
bang1344,atla1278,tupu1244,Bang-Ling,False,dialect,safe,,,,,,0,0,0,
bang1345,atla1278,mayo1260,Bangba,False,language,safe,3.39956,28.3138,bbe,,,0,0,2,CD
bang1346,atla1278,nort2775,Banginda,False,dialect,safe,,,,,,0,0,0,
bang1347,atla1278,gbay1284,Ngombe-Bangandu,False,language,definitely endangered,2.18716,14.7506,bgf,,,0,0,2,CG CM
bang1348,atla1278,nucl1371,Bangwinji,False,language,safe,9.57157,11.2022,bsj,,,0,0,2,NG
bang1349,atla1278,mboi1246,Banga (Nigeria),False,dialect,safe,,,,,,0,0,0,
bang1350,atla1278,bang1371,Bangubangu,False,language,safe,-4.31464,27.2438,bnx,,,0,0,6,CD
bang1351,atla1278,nucl1396,Bangwe,False,dialect,safe,,,,,,0,0,0,
bang1353,atla1278,ling1269,Bangala,False,language,safe,3.3466,28.04453,bxg,,,0,0,0,CD
bang1354,atla1278,boba1250,Bangi,False,language,safe,-0.87437,17.227,bni,,,0,0,0,CD CF CG
bang1355,atla1278,befa1241,Bangui,False,dialect,safe,,,,,,0,0,0,
bang1356,atla1278,bamo1241,Bangolan,False,language,safe,6.0125,10.667,bgj,,,0,0,0,CM
bang1357,atla1278,mfum1238,Bang,False,dialect,safe,,,,,,0,0,0,
bang1358,atla1278,mund1327,Bangang,False,dialect,safe,,,,,,0,0,0,
bang1359,cent2225,sara1321,Banga,False,dialect,safe,,,,,,0,0,0,
bang1360,cent2225,bagi1246,Bangri,False,dialect,safe,,,,,,0,0,0,
bang1362,mand1469,maya1281,Bangassogo,False,dialect,safe,,,,,,0,0,0,
bang1363,,,Bangime,False,language,definitely endangered,14.8116,-3.77092,dba,,,0,0,0,ML
bang1364,aust1307,nucl1460,Bangkalan,False,dialect,safe,,,,,,0,0,0,
bang1365,aust1307,bang1370,Bangka,False,language,critically endangered,-1.73288,105.897,mfb,,,0,0,0,ID
bang1366,aust1307,sout2908,Nuclear Bangad,False,dialect,safe,,,,,,0,0,0,
bang1367,aust1307,west2560,Banggi,False,dialect,safe,,,,,,0,0,0,
bang1368,aust1307,east2491,Banggai,False,language,definitely endangered,-1.58305,123.171,bgz,,,0,0,2,ID
bang1369,sino1245,miji1239,Bangru,False,language,safe,27.95,93.15,,,,0,0,0,IN
bang1370,aust1307,indo1326,Bangka-Belitung Malay,False,family,safe,,,,,,0,2,0,
bang1371,atla1278,luba1255,Bangubangu-Kasai,False,family,safe,,,,,,0,3,8,
bang1372,sino1245,suba1255,Bangni-Tagin,False,family,safe,,,,,,0,2,1,
bang1373,sign1238,indi1237,Bangalore-Madras Indian Sign Language,False,dialect,safe,,,,,,0,0,0,
bani1254,araw1281,maip1247,Avane,False,language,extinct,5.26123,-67.5633,bvv,,,0,0,2,VE
bani1255,araw1281,bani1259,Baniwa do Icana,False,language,definitely endangered,2.17859,-67.7704,bwi,,,0,0,2,BR CO VE
bani1258,araw1281,nucl1764,Baniwa-Curripaco-Tariano,False,family,safe,,,,,,1,3,8,
bani1259,araw1281,bani1258,Baniwa-Curripaco,False,family,safe,,,,,,0,2,4,
bani1260,araw1281,guar1293,Baniva de Guainia,False,dialect,safe,,,,,,0,0,0,
banj1239,aust1307,banj1241,Banjar,False,language,safe,0.747105,115.79,bjn,,,0,0,2,ID MY
banj1240,aust1307,east2755,Banjar-Berau-Brunei Malay,False,family,safe,,,,,,2,4,5,
banj1241,aust1307,banj1240,Banjar-Bukit Malay,False,family,safe,,,,,,0,2,2,
bank1239,indo1319,dang1260,Banke,False,dialect,safe,,,,,,0,0,0,
bank1251,sign1238,vill1244,Ban Khor Sign Language,False,language,definitely endangered,16.911,103.296,bfk,,,0,0,0,TH
bank1256,atla1278,abob1234,Bankon,False,language,vulnerable,4.3702,9.6403,abb,,,0,0,0,CM
bank1257,atla1278,jara1263,Bankal,False,dialect,safe,,,,,,0,0,0,
bank1258,mand1469,duun1245,Bankagooma,False,language,definitely endangered,11.7497,-5.50744,bxw,,,0,0,0,ML
bank1259,dogo1299,nang1263,Bankan Tey Dogon,False,language,definitely endangered,15.06,-2.92,dbw,,,0,0,0,ML
banl1237,aust1307,maya1282,Banlol,False,dialect,safe,,,,,,0,0,0,
bann1246,indo1319,cent1973,Bannuchi,False,dialect,safe,,,,,,0,0,0,
bann1247,aust1307,piva1237,Bannoni,False,language,safe,-6.23061,155.128,bcm,,,0,0,0,PG
bann1248,utoa1244,nort2954,Bannock,False,dialect,safe,,,,,,0,0,0,
bans1246,indo1319,cham1307,Bansbali,False,dialect,safe,,,,,,0,0,0,
bans1247,indo1319,cham1307,Bansyari,False,dialect,safe,,,,,,0,0,0,
bans1248,atla1278,ghom1249,Bansoa,False,dialect,safe,,,,,,0,0,0,
bans1249,japo1237,kink1238,Banshū,False,dialect,safe,,,,,,0,0,0,
bant1278,indo1319,mait1250,Bantar,False,dialect,safe,,,,,,0,0,0,
bant1279,indo1319,musa1263,Bantar (Nepal),False,dialect,safe,,,,,,0,0,0,
bant1280,sino1245,sout2736,Bantawic,False,family,safe,,,,,,0,2,5,
bant1281,sino1245,bant1280,Bantawa,False,language,definitely endangered,27.12147,87.04738,bap,,,0,0,5,NP
bant1282,atla1278,timn1235,Banta,False,dialect,safe,,,,,,0,0,0,
bant1284,atla1278,mund1327,Banti,False,dialect,safe,,,,,,0,0,0,
bant1285,aust1307,sund1252,Banten,False,dialect,safe,,,,,,0,0,0,
bant1286,aust1307,sout3155,Bantik,False,language,severely endangered,1.44586,124.846,bnq,,,0,0,0,ID
bant1287,aust1307,hili1240,Bantayan,False,dialect,safe,,,,,,0,0,0,
bant1288,aust1307,bisa1268,Bantoanon,False,language,safe,12.5194,122.034,bno,,,0,0,5,PH
bant1289,aust1307,bant1288,Banton,False,dialect,safe,,,,,,0,0,0,
bant1290,aust1307,lawa1257,Bantian,False,dialect,safe,,,,,,0,0,0,
bant1291,aust1307,west2565,Banten (West Javanese),False,dialect,safe,,,,,,0,0,0,
bant1292,aust1307,coas1295,Bantaeng,False,dialect,safe,,,,,,0,0,0,
bant1293,aust1307,peri1261,Bantayanon,False,language,safe,,,bfx,,,0,0,0,PH
bant1294,atla1278,benu1247,Bantoid,False,family,safe,,,,,,420,721,1144,
bant1295,atla1278,narr1281,Bantu A-B10-B20-B30,False,family,safe,,,,,,46,73,154,
bant1296,atla1278,west2874,Yombe-Vili,False,family,safe,,,,,,0,2,3,
bant1297,mixe1287,mixe1287,Bantu-Cushitic,False,family,safe,,,,,,0,1,2,
bant1298,sino1245,uncl1502,Bantang,False,language,safe,,,,,,0,0,0,LA
banu1239,aust1307,lawa1257,Banuwang,False,dialect,safe,,,,,,0,0,0,
bany1245,atla1278,ngwo1241,Banya,False,dialect,safe,,,,,,0,0,0,
bany1246,aust1307,sibu1258,Banyok,False,dialect,safe,,,,,,0,0,0,
bany1247,aust1307,cent2331,Banyumas,False,dialect,safe,,,,,,0,0,0,
banz1241,atla1278,maba1270,Banza,False,dialect,safe,,,,,,0,0,0,
banz1242,nucl1709,nort2921,Banz-Nondugl,False,dialect,safe,,,,,,0,0,0,
banz1243,sign1238,bsli1234,BANZL,False,family,safe,,,,,,1,4,0,
baoa1237,mong1329,shir1260,Baoanic,False,family,safe,,,,,,0,3,5,
baoj1238,sino1245,nort2732,Baojing Tujia,False,dialect,safe,,,,,,0,0,0,
baoj1239,sino1245,chen1268,Baojing,False,dialect,safe,,,,,,0,0,0,
baol1238,atla1278,nucl1347,Baol,False,dialect,safe,,,,,,0,0,0,
baoo1237,aust1307,aigh1235,Bao,False,dialect,safe,,,,,,0,0,0,
baou1238,atla1278,nort2767,Baoulé,False,language,safe,5.42509,-4.76565,bci,,,0,0,0,CI
bapa1239,anim1240,yaqa1246,Bapai,False,dialect,safe,,,,,,0,0,0,
bape1238,atla1278,bafi1243,Bape,False,dialect,safe,,,,,,0,0,0,
bape1239,atla1278,bedi1237,Bapen,False,language,extinct,12.13,-12.79,,,,0,0,0,SN
bapo1238,atla1278,tepo1239,Bapo,False,dialect,safe,,,,,,0,0,0,
bara1273,turk1311,east2336,Baraba,False,dialect,safe,,,,,,0,0,0,
bara1347,sout1516,kemb1235,Barau,False,dialect,safe,,,,,,0,0,0,
bara1352,indo1319,sout2642,Barahuwi,False,dialect,safe,,,,,,0,0,0,
bara1353,indo1319,dhat1238,Barage,False,dialect,safe,,,,,,0,0,0,
bara1354,indo1319,doma1258,Barake,False,dialect,safe,,,,,,0,0,0,
bara1355,aust1305,jain1238,Barato,False,dialect,safe,,,,,,0,0,0,
bara1356,sino1245,lowa1242,Baragaunle,False,dialect,safe,,,,,,0,0,0,
bara1357,sino1245,than1258,Baraamu,False,language,critically endangered,28.3768,85.0584,brd,,,0,0,0,CN NP
bara1358,atla1278,west2454,Barani,False,dialect,safe,,,,,,0,0,0,
bara1359,atla1278,anyi1245,Barabo,False,dialect,safe,,,,,,0,0,0,
bara1360,atla1278,zand1246,Barambo-Pambia,False,family,safe,,,,,,0,3,0,
bara1361,atla1278,bara1360,Barambu,False,language,vulnerable,3.34642,26.861,brm,,,0,0,0,CD
bara1362,atla1278,sira1270,Barama,False,language,safe,-2.49659,10.6777,bbg,,,0,0,0,GA
bara1363,nilo1247,dato1239,Barabayiiga,False,dialect,safe,,,,,,0,0,0,
bara1364,mand1469,maho1249,Baralaka,False,dialect,safe,,,,,,0,0,0,
bara1365,mand1469,biss1248,Baraka,False,dialect,safe,,,,,,0,0,0,
bara1366,aust1307,buna1276,Barabara,False,dialect,safe,,,,,,0,0,0,
bara1367,aust1307,kare1350,Barakai,False,language,safe,-6.7394,134.671,baj,,,0,0,2,ID
bara1368,aust1307,cala1258,Baras (Philipinnes),False,dialect,safe,,,,,,0,0,0,
bara1369,aust1307,bara1403,Bara Malagasy,False,language,safe,-23.9716,45.5937,bhr,,,0,0,0,MG
bara1370,aust1307,kaya1333,Baram Kayan,False,language,vulnerable,3.51211,114.482,kys,,,0,0,2,MY
bara1371,aust1307,kail1254,Baras,False,language,definitely endangered,-1.5667,119.342,brs,,,0,0,0,ID
bara1372,aust1307,laiy1246,Barang-Barang,False,dialect,safe,,,,,,0,0,0,
bara1373,toro1256,orya1242,Barat,False,dialect,safe,,,,,,0,0,0,
bara1374,tebe1251,folo1238,Bara (Papua New Guinea),False,dialect,safe,,,,,,0,0,0,
bara1375,geel1240,bara1399,Barapasi,False,language,vulnerable,-2.28732,137.054,brp,,,0,0,2,ID
bara1376,koia1260,koia1260,Baraic,False,family,safe,,,,,,1,4,19,
bara1377,koia1260,bara1376,Barai-Namiae,False,family,safe,,,,,,0,2,2,
bara1378,anim1240,nucl1713,Baramu,False,language,safe,-8.4885,143.002,bmz,,,0,0,0,PG
bara1380,tuca1253,sout3006,Barasana-Eduria,False,language,definitely endangered,0.02193,-70.808,bsn,,,0,0,3,CO
bara1394,afro1255,polc1243,Baram,False,dialect,safe,,,,,,0,0,0,
bara1395,unat1236,daza1244,Bara,False,dialect,safe,,,,,,0,0,0,
bara1398,afro1255,lish1247,Barashe,False,dialect,safe,,,,,,0,0,0,
bara1399,geel1240,geel1240,Barapasi-Sauri-Kofei,False,family,safe,,,,,,1,3,2,
bara1401,tuca1253,east2707,Bara-Tatuyo,False,family,safe,,,,,,0,2,2,
bara1403,aust1307,nort3212,Bara-Merina,False,family,safe,,,,,,0,2,5,
bara1404,pama1250,wemb1242,Barababaraba,False,dialect,critically endangered,,,rbp,,,0,0,0,AU
barb1242,unat1236,barb1268,Barbacoas,False,language,extinct,1.5206,-78.4834,bpb,,,0,0,0,CO
barb1262,indo1319,logu1236,Barbaricino,False,dialect,safe,,,,,,0,0,0,
barb1263,chum1262,cent2139,Barbareño,False,language,extinct,34.462,-119.699,boi,,,0,0,0,US
barb1265,,,Barbacoan,False,family,safe,,,,,,3,6,0,
barb1266,indo1319,east2759,Barbados-Eustatius,False,family,safe,,,,,,1,4,0,
barb1267,indo1319,barb1266,Barbados-Trinidad,False,family,safe,,,,,,0,3,0,
barb1268,unat1236,unat1236,Barbacoan (Unattested),False,family,safe,,,,,,0,1,0,
barc1235,atla1278,barc1236,Barclayville Grebo,False,language,safe,4.67843,-8.09378,gry,,,0,0,2,LR
barc1236,atla1278,nort3193,Barclayville-Gboloo-Central Liberian Grebo,False,family,safe,,,,,,1,3,11,
bard1252,indo1319,dang1260,Bardiya,False,dialect,safe,,,,,,0,0,0,
bard1253,indo1319,goan1235,Bardeskari,False,dialect,safe,,,,,,0,0,0,
bard1254,nyul1248,west2872,Bardic,False,family,safe,,,,,,0,2,2,
bard1255,nyul1248,bard1254,Bardi,False,language,critically endangered,-16.6274,122.906,bcj,,,0,0,2,AU
bard1256,daju1249,dard1243,Bardangal,False,dialect,safe,,,,,,0,0,0,
bare1271,indo1319,mait1250,Barei,False,dialect,safe,,,,,,0,0,0,
bare1272,atla1278,mboc1235,Bareko,False,dialect,safe,,,,,,0,0,0,
bare1273,aust1307,vang1243,Bareke,False,dialect,safe,,,,,,0,0,0,
bare1274,nucl1709,baru1269,Bareji,False,dialect,safe,,,,,,0,0,0,
bare1275,nucl1709,gain1243,Bareji (Gaina),False,dialect,safe,,,,,,0,0,0,
bare1276,araw1281,alto1250,Baré,False,language,critically endangered,1.91649,-66.828,bae,,,0,0,0,VE
bare1279,afro1255,east2633,Barain,False,language,definitely endangered,11.1168,18.0764,bva,,,0,0,4,TD
bare1280,afro1255,east2652,Barentu,False,dialect,safe,,,,,,0,0,0,
barg1250,mong1329,russ1264,Barguzin,False,dialect,safe,,,,,,0,0,0,
barg1251,mong1329,chin1476,Bargu,False,dialect,safe,,,,,,0,0,0,
barg1252,nucl1709,mugi1234,Bargam,False,language,vulnerable,-4.8723,145.756,mlp,,,0,0,0,PG
barh1234,cent2225,sara1318,Barh Keita,False,family,safe,,,,,,1,4,7,
bari1241,pidg1258,haus1258,Barikanchi,False,language,extinct,11.989,8.4331,bxo,,,0,0,0,NG
bari1281,indo1319,beng1280,Barik,False,dialect,safe,,,,,,0,0,0,
bari1282,cent2225,logo1259,Bari (Logo),False,dialect,safe,,,,,,0,0,0,
bari1283,nilo1247,east2418,Bari-Kakwa-Mandari,False,family,safe,,,,,,0,3,5,
bari1284,nilo1247,bari1283,Bari,False,language,safe,4.19522,31.0723,bfa,,,0,0,5,SD UG
bari1286,aust1307,east2772,Bariai,False,language,safe,-5.5087,148.666,bch,,,0,0,0,PG
bari1287,aust1307,grea1283,Barito-Mahakam,False,family,safe,,,,,,0,2,4,
bari1288,aust1307,kela1258,Bario,False,dialect,safe,,,,,,0,0,0,
bari1290,yare1250,yare1251,Bariji,False,language,safe,-9.231,148.454,bjc,,,0,0,0,PG
bari1297,chib1249,sout3015,Barí,False,language,vulnerable,9.08497,-72.9353,mot,,,0,0,0,CO VE
bari1298,tura1263,tura1264,Barikewa,False,language,safe,-7.09739,143.99279,jbk,,,0,0,0,PG
bark1244,atla1278,west2454,Barkoundouba,False,dialect,safe,,,,,,0,0,0,
bark1245,mand1469,biss1248,Barka (Burkina Faso),False,dialect,safe,,,,,,0,0,0,
bark1246,kuna1268,kuna1268,Barka,False,dialect,safe,,,,,,0,0,0,
bark1251,more1255,ngkr1237,Barkali,False,dialect,safe,,,,,,0,0,0,
barl1240,aust1307,fina1242,Barlig,False,dialect,safe,,,,,,0,0,0,
barl1241,indo1319,kabu1256,Barlavento,False,dialect,safe,,,,,,0,0,0,
barm1242,indo1319,marw1260,Barmeri,False,dialect,safe,,,,,,0,0,0,
barm1243,indo1319,mait1250,Barmeli,False,dialect,safe,,,,,,0,0,0,
baro1252,atla1278,abob1234,Barombi,False,language,definitely endangered,4.64584,9.25261,bbi,,,0,0,0,CM
baro1253,aust1307,mada1284,Barok,False,language,safe,-3.47672,152.193,bjk,,,0,0,2,PG
baro1254,aust1307,dupa1235,Barongagunay,False,dialect,safe,,,,,,0,0,0,
baro1255,aust1307,atii1237,Barotac Viejo Nagpana,False,dialect,safe,,,,,,0,0,0,
barp1238,sino1245,sout2715,Barpak,False,dialect,safe,,,,,,0,0,0,
barr1247,pama1250,flin1248,Barrow Point,False,language,critically endangered,-14.1219,144.531,bpt,,,0,0,0,AU
barr1248,mand1469,kura1250,Barrawa,False,dialect,safe,,,,,,0,0,0,
barr1249,aust1307,bugi1244,Barru,False,dialect,safe,,,,,,0,0,0,
barr1251,chib1249,tune1260,Barro Negro Tunebo,False,language,definitely endangered,6.12622,-72.044,tbn,,,0,0,0,CO
barr1252,pama1250,muru1265,Barranbinya,False,language,extinct,-30.1,145.93,,,,0,0,0,AU
bart1238,indo1319,shug1248,Bartangi,False,dialect,safe,,,,,,0,0,0,
bart1242,afro1255,chal1275,Bartille,False,dialect,safe,,,,,,0,0,0,
baru1265,indo1319,noir1238,Barutiya,False,dialect,safe,,,,,,0,0,0,
baru1266,atla1278,nige1255,Barup,False,dialect,safe,,,,,,0,0,0,
baru1267,anga1289,baru1271,Baruya,False,language,safe,-6.89261,145.818,byr,,,0,0,4,PG
baru1268,nucl1709,coas1297,Baruga-Doghoro,False,family,safe,,,,,,0,2,4,
baru1269,nucl1709,baru1268,Baruga,False,language,safe,-9.40132,148.761,bjz,,,0,0,4,PG
baru1270,aust1307,achi1257,Baruh,False,dialect,safe,,,,,,0,0,0,
baru1271,anga1289,nucl1763,Baruya-Simbari,False,family,safe,,,,,,0,2,4,
barw1242,indo1319,nort2641,Barwari Jor,False,dialect,safe,,,,,,0,0,0,
barw1243,atla1278,sena1270,Barwe,False,language,safe,-17.675,33.4534,bwg,,,0,0,0,MZ
bary1234,pama1250,midd1357,Baryulgil,False,dialect,safe,,,,,,0,0,0,
barz1241,afro1255,nort3242,Barzani Jewish Neo-Aramaic,False,language,critically endangered,31.7696,35.1536,bjf,,,0,0,4,IL
barz1242,afro1255,barz1241,Barzan,False,dialect,safe,,,,,,0,0,0,
basa1276,indo1319,auve1239,Bas-Auvergnat,False,dialect,safe,,,,,,0,0,0,
basa1277,ijoi1239,izon1238,Basan,False,dialect,safe,,,,,,0,0,0,
basa1278,atla1278,oban1244,Basang,False,dialect,safe,,,,,,0,0,0,
basa1279,atla1278,basa1288,Basa,False,family,safe,,,,,,2,4,0,
basa1280,atla1278,gumn1234,Basa-Gumna,False,language,extinct,9.94207,6.58105,bsl,,,0,0,0,NG
basa1281,atla1278,kont1247,Basa-Gurmana,False,language,safe,10.2488,6.74865,buj,,,0,0,0,NG
basa1282,atla1278,basa1279,Basa (Nigeria),False,language,safe,8.03159,7.06183,bzw,,,0,0,0,NG
basa1283,atla1278,bant1295,Basaa (A.40),False,family,safe,,,,,,3,5,18,
basa1284,atla1278,basa1290,Basa (Cameroon),False,language,safe,3.80765,10.4213,bas,,,0,0,11,CM
basa1285,atla1278,ngwo1241,Basa (Ngwo),False,dialect,safe,,,,,,0,0,0,
basa1286,aust1307,basa1291,Basap,False,language,vulnerable,1.41405,117.942,bdb,,,0,0,6,ID
basa1287,aust1307,nort2900,Basay,False,language,extinct,25.0046,121.857,byq,,,0,0,2,TW
basa1288,atla1278,cent2242,Basa-Eastern Kainji,False,family,safe,,,,,,15,28,15,
basa1289,atla1278,basa1283,Basaa-Bakoko,False,family,safe,,,,,,1,3,18,
basa1290,atla1278,basa1289,Basaa-Hijuk,False,family,safe,,,,,,0,2,11,
basa1291,aust1307,mala1545,Basap-Greater Barito,False,family,safe,,,,,,21,37,103,
basc1238,aust1307,ivat1242,Basco Ivatan,False,dialect,safe,,,,,,0,0,0,
base1241,indo1319,swis1247,Basel,False,dialect,safe,,,,,,0,0,0,
base1242,atla1278,yaka1272,Basese,False,dialect,safe,,,,,,0,0,0,
bash1262,indo1319,sout2642,Bashgaadi,False,dialect,safe,,,,,,0,0,0,
bash1263,indo1319,mode1259,Bashkardi,False,language,definitely endangered,32.0,53.0,bsg,,,0,0,2,IR
bash1264,turk1311,nort2696,Bashkir,False,language,vulnerable,53.5967,56.5594,bak,,,0,0,3,KZ RU UA
bash1265,atla1278,deny1238,Basho,False,dialect,safe,,,,,,0,0,0,
basi1245,atla1278,nato1234,Basila-Adele,False,family,safe,,,,,,0,2,9,
basi1246,atla1278,sout2795,Basinyari,False,dialect,safe,,,,,,0,0,0,
basi1247,aust1307,gale1257,Basima,False,dialect,safe,,,,,,0,0,0,
basi1248,aust1307,romb1245,Basiq,False,dialect,safe,,,,,,0,0,0,
bask1236,gong1255,nort3161,Basketo,False,language,vulnerable,6.45774,36.5763,bst,,,0,0,0,ET
basl1241,indo1319,lang1309,Bas-Languedocien,False,dialect,safe,,,,,,0,0,0,
basl1242,indo1319,limo1246,Bas-Limousin,False,dialect,safe,,,,,,0,0,0,
baso1234,atla1278,sopo1239,Basoo,False,family,safe,,,,,,0,2,0,
basq1236,mixe1287,calo1236,Galician Calo,False,dialect,safe,,,,,,0,0,0,
basq1248,,,Basque,False,language,vulnerable,43.2787,-1.31622,eus,,,0,0,11,ES FR
basq1249,basq1248,basq1248,Navarro-Labourdin Basque,False,dialect,safe,,,bqe,,,0,0,3,
basq1250,basq1248,basq1248,"Basque, Souletin",False,dialect,safe,,,,,,0,0,0,
basq1252,pidg1258,basq1268,Basque-Amerindian Pidgin,False,language,safe,,,,,,0,0,0,PG
basq1267,mixe1287,mixe1287,Basque-Romani,False,family,safe,,,,,,0,1,0,
basq1268,pidg1258,pidg1258,Basque based pidgin,False,family,safe,,,,,,0,1,0,
bass1257,indo1319,west2369,Basseri,False,dialect,safe,,,,,,0,0,0,
bass1258,atla1278,bass1263,Bassari-Tanda,False,language,vulnerable,12.4529,-13.3495,bsc,,,0,0,0,GN GW SN
bass1259,atla1278,gumn1234,Bassa-Kontagora,False,language,critically endangered,10.3333,4.98331,bsr,,,0,0,0,NG
bass1260,atla1278,mane1268,Bassossi,False,language,safe,5.23655,9.52275,bsi,,,0,0,1,CM
bass1261,atla1278,basa1284,Basso,False,dialect,safe,,,,,,0,0,0,
bass1262,atla1278,west2485,Bassaic,False,family,safe,,,,,,0,3,8,
bass1263,atla1278,tend1239,Bassari-Bedik-Bapen,False,family,safe,,,,,,1,3,0,
bast1244,indo1319,lari1253,Bastak,False,dialect,safe,,,,,,0,0,0,
bast1245,indo1319,nort2656,Basti,False,dialect,safe,,,,,,0,0,0,
bast1246,indo1319,halb1244,Bastari,False,dialect,safe,,,,,,0,0,0,
basu1241,atla1278,boky1238,Basua,False,dialect,safe,,,,,,0,0,0,
basu1242,choc1280,epen1239,Basurudó,False,dialect,safe,,,,,,0,0,0,
basu1243,sino1245,unun9962,Basum,False,language,safe,,,,,,0,0,0,CN
bata1284,aust1305,jain1238,Batau,False,dialect,safe,,,,,,0,0,0,
bata1285,atla1278,beng1289,Batanga,False,language,vulnerable,1.397041,9.51011,bnm,,,0,0,2,CM GQ
bata1286,atla1278,caka1240,Batanga (Caka),False,dialect,safe,,,,,,0,0,0,
bata1287,aust1307,iban1264,Batang Lupar,False,dialect,safe,,,,,,0,0,0,
bata1288,aust1307,sout3166,Batak Simalungun,False,language,safe,3.04372,98.9083,bts,,,0,0,0,ID
bata1289,aust1307,sout2849,Batak Toba,False,language,vulnerable,2.35498,99.1761,bbc,,,0,0,0,ID
bata1290,aust1307,angk1248,Batak Angkola,False,language,vulnerable,1.66127,99.60248,akb,,,0,0,0,ID
bata1291,aust1307,angk1248,Batak Mandailing,False,language,vulnerable,0.85805,99.898,btm,,,0,0,0,ID
bata1292,aust1307,nort2831,Batak Alas-Kluet,False,language,safe,3.4293,97.8123,btz,,,0,0,1,ID
bata1293,aust1307,nort2831,Batak Karo,False,language,vulnerable,2.12787,98.2517,btx,,,0,0,1,ID
bata1294,aust1307,nort2831,Batak Dairi,False,language,vulnerable,2.51438,98.2427,btd,,,0,0,0,ID
bata1295,aust1307,raja1258,Batanta,False,language,extinct,-0.862394,130.646,,,,0,0,0,ID
bata1296,aust1307,maya1282,Batanta Island,False,dialect,safe,,,,,,0,0,0,
bata1297,aust1307,samb1319,Bataan Ayta,False,language,definitely endangered,14.4153,120.49,ayt,,,0,0,0,PH
bata1298,aust1307,bata1319,Batad Ifugao,False,language,safe,16.8266,121.23,ifb,,,0,0,3,PH
bata1299,aust1307,taga1270,Bataan,False,dialect,safe,,,,,,0,0,0,
bata1300,aust1307,taga1270,Batangas,False,dialect,safe,,,,,,0,0,0,
bata1301,aust1307,bata1317,Batak,False,language,definitely endangered,10.1115,119.025,bya,,,0,0,0,PH
bata1314,afro1255,bata1316,Bata,False,language,safe,9.68091,12.677,bta,,,0,0,9,CM NG
bata1315,aust1307,mala1545,Batanic,False,family,safe,,,,,,1,3,3,
bata1316,afro1255,bium1271,Bataic,False,family,safe,,,,,,1,10,31,
bata1317,aust1307,nort3185,Batak-Central Tagbanwa,False,family,safe,,,,,,0,2,0,
bata1318,aust1307,buhi1244,Batangan,False,family,safe,,,,,,0,2,0,
bata1319,aust1307,ifug1247,Batad-Mayoyao,False,family,safe,,,,,,0,2,3,
batc1238,atla1278,ngie1241,Batcham,False,dialect,safe,,,,,,0,0,0,
bate1261,indo1319,bate1269,Bateri,False,language,vulnerable,33.9964,74.9652,btv,,,0,0,0,IN PK
bate1262,aust1305,bate1268,Batek,False,language,definitely endangered,4.8223,102.382,btq,,,0,0,0,MY
bate1263,atla1278,bata1285,Batek Nong,False,dialect,safe,,,,,,0,0,0,
bate1266,atla1278,bata1285,Batek Teq,False,dialect,safe,,,,,,0,0,0,
bate1267,aust1305,jeha1242,Batek The,False,dialect,safe,,,,,,0,0,0,
bate1268,aust1305,menr1235,Batekic,False,family,safe,,,,,,0,2,0,
bate1269,indo1319,oute1238,Bateri-Mankiyali,False,family,safe,,,,,,0,2,0,
bath1239,indo1319,panj1256,Bathi,False,dialect,safe,,,,,,0,0,0,
