"InventoryID","BorrowingLanguageGlottocode","BorrowedSound","SourceLanguageGlottocode","OnlyInLoanwords","Result","NewDistinction","PhonemeComments","Verified","Glottocode","LanguageName","BibTexKey","Filename","Contributor","MetadataComments","PhoibleID","ClosestNeighbor","family_id","parent_id","name","bookkeeping","level","status","latitude","longitude","iso639P3code","description","markup_description","child_family_count","child_language_count","child_dialect_count","country_ids","glottocode","isocodes","macroarea"
491,"waim1252","ʒ","macr1272","yes","new phoneme","no","acrolectal variety, via Tetum, usually [d, z].","NA","waim1252","Waima'a","hull2002waimaha","NA","Einav Levanon","NA","NA","NA","aust1307","kawa1289","Waima'a","False","language","definitely endangered",-8.53416,126.317,"wmh",NA,NA,0,0,0,"TL","waim1252","wmh","Papunesia"
492,"wamb1259","b","papu1250","yes","new phoneme","voicing","no obvious voicing distinction appears in native phonology. in the case of plosives, it seems that the distinctive feature is prenasalisation rather than voicing.","NA","wamb1259","Wambon","vries1992wambon","NA","Einav Levanon","NA","NA","NA","nucl1709","ketu1239","Wambon","False","language","safe",-5.44334,140.48,"wms",NA,NA,0,0,0,"ID","wamb1259","wms","Papunesia"
492,"wamb1259","f","indo1316","yes","new phoneme","labiodental","not a native Indonesian phoneme. originally from Arabic and Dutch.","NA","wamb1259","Wambon","vries1992wambon","NA","Einav Levanon","NA","NA","NA","nucl1709","ketu1239","Wambon","False","language","safe",-5.44334,140.48,"wms",NA,NA,0,0,0,"ID","wamb1259","wms","Papunesia"
492,"wamb1259","ɡ","papu1250","yes","new phoneme","voicing","no obvious voicing distinction appears in native phonology. in the case of plosives, it seems that the distinctive feature is prenasalisation rather than voicing.","NA","wamb1259","Wambon","vries1992wambon","NA","Einav Levanon","NA","NA","NA","nucl1709","ketu1239","Wambon","False","language","safe",-5.44334,140.48,"wms",NA,NA,0,0,0,"ID","wamb1259","wms","Papunesia"
492,"wamb1259","n̠d̠ʒ","papu1250","yes","new phoneme","no","there is an sffricate phoneme /dʒ/, prenasalisation is distinctive.","NA","wamb1259","Wambon","vries1992wambon","NA","Einav Levanon","NA","NA","NA","nucl1709","ketu1239","Wambon","False","language","safe",-5.44334,140.48,"wms",NA,NA,0,0,0,"ID","wamb1259","wms","Papunesia"
492,"wamb1259","t̠ʃ","papu1250","yes","new phoneme","no","NA","NA","wamb1259","Wambon","vries1992wambon","NA","Einav Levanon","NA","NA","NA","nucl1709","ketu1239","Wambon","False","language","safe",-5.44334,140.48,"wms",NA,NA,0,0,0,"ID","wamb1259","wms","Papunesia"
493,"wand1267","d̠ʒ","papu1250","yes","new phoneme","affricate","appears as [di] in established loanwords.","NA","wand1267","Wandamen","gasser2014windesi","NA","Einav Levanon","NA","NA","NA","aust1307","ansu1238","Wandamen","False","language","safe",-2.25622,133.996,"wad",NA,NA,0,0,7,"ID","wand1267","wad","Papunesia"
493,"wand1267","ɡ","papu1250","no","other distributional change","no","appears in native phonology only as part of [ŋg] cluster","NA","wand1267","Wandamen","gasser2014windesi","NA","Einav Levanon","NA","NA","NA","aust1307","ansu1238","Wandamen","False","language","safe",-2.25622,133.996,"wad",NA,NA,0,0,7,"ID","wand1267","wad","Papunesia"
493,"wand1267","l","papu1250","yes","new phoneme","lateral","appears as [r] in established loanwords.","NA","wand1267","Wandamen","gasser2014windesi","NA","Einav Levanon","NA","NA","NA","aust1307","ansu1238","Wandamen","False","language","safe",-2.25622,133.996,"wad",NA,NA,0,0,7,"ID","wand1267","wad","Papunesia"
494,"west2600","ə","indo1316","yes","new phoneme","no","NA","NA","west2600","West Makian","voorhoeve1982westmakian","NA","Einav Levanon","NA","NA","NA","nort2923","nort2923","West Makian","False","language","vulnerable",0.45332,127.63,"mqs",NA,NA,0,0,0,"ID","west2600","mqs","Papunesia"
494,"west2600","ɲ","indo1316","no","new phoneme","no","appears in one native word (a numeral).","NA","west2600","West Makian","voorhoeve1982westmakian","NA","Einav Levanon","NA","NA","NA","nort2923","nort2923","West Makian","False","language","vulnerable",0.45332,127.63,"mqs",NA,NA,0,0,0,"ID","west2600","mqs","Papunesia"
495,"woli1241","b","indo1316, arab1395, dutc1256","yes","new phoneme","no","NA","NA","woli1241","Wolio","vandenberg2008wolio","NA","Einav Levanon","NA","NA","NA","aust1307","woli1240","Wolio","False","language","vulnerable",-5.33,122.67,"wlo",NA,NA,0,0,0,"ID","woli1241","wlo","Papunesia"
495,"woli1241","d","indo1316, arab1395, dutc1256","yes","new phoneme","no","NA","NA","woli1241","Wolio","vandenberg2008wolio","NA","Einav Levanon","NA","NA","NA","aust1307","woli1240","Wolio","False","language","vulnerable",-5.33,122.67,"wlo",NA,NA,0,0,0,"ID","woli1241","wlo","Papunesia"
495,"woli1241","f","indo1316, arab1395, dutc1256","yes","new phoneme","labiodental","not a native Malay phoneme, originally from Arabic.","NA","woli1241","Wolio","vandenberg2008wolio","NA","Einav Levanon","NA","NA","NA","aust1307","woli1240","Wolio","False","language","vulnerable",-5.33,122.67,"wlo",NA,NA,0,0,0,"ID","woli1241","wlo","Papunesia"
495,"woli1241","j","indo1316, arab1395, dutc1256","yes","new phoneme","approximant","NA","NA","woli1241","Wolio","vandenberg2008wolio","NA","Einav Levanon","NA","NA","NA","aust1307","woli1240","Wolio","False","language","vulnerable",-5.33,122.67,"wlo",NA,NA,0,0,0,"ID","woli1241","wlo","Papunesia"
495,"woli1241","ɲ","indo1316","yes","new phoneme","no","NA","NA","woli1241","Wolio","vandenberg2008wolio","NA","Einav Levanon","NA","NA","NA","aust1307","woli1240","Wolio","False","language","vulnerable",-5.33,122.67,"wlo",NA,NA,0,0,0,"ID","woli1241","wlo","Papunesia"
495,"woli1241","ɲɟ","indo1316","yes","new phoneme","no","Malay /dʒ/. prenasalisation is not phonemeic in Malay but is in Wolio","NA","woli1241","Wolio","vandenberg2008wolio","NA","Einav Levanon","NA","NA","NA","aust1307","woli1240","Wolio","False","language","vulnerable",-5.33,122.67,"wlo",NA,NA,0,0,0,"ID","woli1241","wlo","Papunesia"
495,"woli1241","z","indo1316, arab1395, dutc1256","yes","new phoneme","no","not a native Malay phoneme, originally from Arabic.","NA","woli1241","Wolio","vandenberg2008wolio","NA","Einav Levanon","NA","NA","NA","aust1307","woli1240","Wolio","False","language","vulnerable",-5.33,122.67,"wlo",NA,NA,0,0,0,"ID","woli1241","wlo","Papunesia"
496,"wotu1240","ə","indo1316","mostly","new phoneme","no","schwa appears in native words but in not contrastive.","NA","wotu1240","Wotu","mead2013wotu","NA","Einav Levanon","NA","NA","NA","aust1307","wotu1239","Wotu","False","language","definitely endangered",-2.59593,120.9,"wtw",NA,NA,0,0,0,"ID","wotu1240","wtw","Papunesia"
496,"wotu1240","n̠d̠ʒ","indo1316","yes","new phoneme","no","NA","NA","wotu1240","Wotu","mead2013wotu","NA","Einav Levanon","NA","NA","NA","aust1307","wotu1239","Wotu","False","language","definitely endangered",-2.59593,120.9,"wtw",NA,NA,0,0,0,"ID","wotu1240","wtw","Papunesia"
496,"wotu1240","ʔ","indo1316","yes","new phoneme","glottal","NA","NA","wotu1240","Wotu","mead2013wotu","NA","Einav Levanon","NA","NA","NA","aust1307","wotu1239","Wotu","False","language","definitely endangered",-2.59593,120.9,"wtw",NA,NA,0,0,0,"ID","wotu1240","wtw","Papunesia"
497,"wutu1244","k","tokp1240","yes","new phoneme","velar","there is a labial-velar approximant phoneme /w/. Other source languages too","NA","wutu1244","Wutung","marmion2010wutung","NA","Einav Levanon","NA","NA","NA","skoo1245","skou1239","Wutung","False","language","definitely endangered",-2.64636,141.104,"wut",NA,NA,0,0,0,"ID PG","wutu1244","wut","Papunesia"
497,"wutu1244","β","tokp1240","no","phonologization of allophone","no","allophone of /w/ in native phonology.","NA","wutu1244","Wutung","marmion2010wutung","NA","Einav Levanon","NA","NA","NA","skoo1245","skou1239","Wutung","False","language","definitely endangered",-2.64636,141.104,"wut",NA,NA,0,0,0,"ID PG","wutu1244","wut","Papunesia"
498,"yabe1254","h","unknown","yes","new phoneme","no","NA","NA","yabe1254","Yabem","ross2002yabem, ross1993tonogenesis","NA","Einav Levanon","NA","NA","NA","aust1307","nort2858","Yabem","False","language","vulnerable",-6.67052,147.81,"jae",NA,NA,0,0,0,"PG","yabe1254","jae","Papunesia"
499,"yape1248","d̠ʒ","nucl1643","yes","new phoneme","no","maybe [ɟ]. has an allophone [ʒ]. native phoneme /d/ has a palatalized allophone. Source language: Japanese?","NA","yape1248","Yapese","jensen1977yapese","NA","Einav Levanon","NA","NA","NA","aust1307","yape1250","Yapese","False","language","safe",9.55811,138.125,"yap",NA,NA,0,0,0,"FM","yape1248","yap","Papunesia"
499,"yape1248","h","nucl1643, ulit1238","yes","new phoneme","no","uncommon, Ulithian example given is originally a spanish loanword.","NA","yape1248","Yapese","jensen1977yapese","NA","Einav Levanon","NA","NA","NA","aust1307","yape1250","Yapese","False","language","safe",9.55811,138.125,"yap",NA,NA,0,0,0,"FM","yape1248","yap","Papunesia"
500,"yaum1237","l","tokp1240","no","phonologization of allophone","lateral","allophone of /r/ in native phonology, especially common in baby talk.","NA","yaum1237","Yau","sarvasy2017nungon","NA","Einav Levanon","NA","NA","NA","nucl1709","uruw1240","Yau (Morobe Province)","False","language","safe",-6.08274,146.841,"yuw",NA,NA,0,0,2,"PG","yaum1237","yuw","Papunesia"
500,"yaum1237","r","tokp1240","no","other distributional change","no","appears word initially and finally only in loanwords. in free variation with [l] in baby talk.","NA","yaum1237","Yau","sarvasy2017nungon","NA","Einav Levanon","NA","NA","NA","nucl1709","uruw1240","Yau (Morobe Province)","False","language","safe",-6.08274,146.841,"yuw",NA,NA,0,0,2,"PG","yaum1237","yuw","Papunesia"
500,"yaum1237","s","tokp1240","no","other distributional change","no","appears word finally only in loanwords.","NA","yaum1237","Yau","sarvasy2017nungon","NA","Einav Levanon","NA","NA","NA","nucl1709","uruw1240","Yau (Morobe Province)","False","language","safe",-6.08274,146.841,"yuw",NA,NA,0,0,2,"PG","yaum1237","yuw","Papunesia"
501,"yuag1237","r","stan1290, stan1293","yes","new phoneme","rhotic","exact phonetic representation is not given.","NA","yuag1237","Yuaga","schooling1992yuanga","NA","Einav Levanon","NA","NA","NA","aust1307","extr1244","Yuaga","False","language","vulnerable",-20.5664,164.51,"nua",NA,NA,0,0,2,"NC","yuag1237","nua","Papunesia"
501,"yuag1237","s","stan1290, stan1293","yes","new phoneme","no","NA","NA","yuag1237","Yuaga","schooling1992yuanga","NA","Einav Levanon","NA","NA","NA","aust1307","extr1244","Yuaga","False","language","vulnerable",-20.5664,164.51,"nua",NA,NA,0,0,2,"NC","yuag1237","nua","Papunesia"
502,"curr1243","ɡ","stan1288","yes","new phoneme","no","NA","Eitan Grossman","curr1243","Curripaco","granadillo2006curripaco","NA","David Ginebra","NA","NA","NA","araw1281","bani1259","Curripaco","False","language","vulnerable",0.69618,-67.5028,"kpc",NA,NA,0,0,2,"BR CO VE","curr1243","kpc","South America"
503,"chim1302","e","stan1288","yes","new phoneme","mid vowels","NA","Eitan Grossman","chim1302","Chimborazo Quichua","beukema1975chimborazoquichua","NA","David Ginebra","NA","NA","NA","quec1387","colo1257","Chimborazo Highland Quichua","False","language","vulnerable",-1.36727,-78.8521,"qug",NA,NA,0,0,0,"EC","chim1302","qug","South America"
503,"chim1302","o","stan1288","yes","new phoneme","mid vowels","NA","Eitan Grossman","chim1302","Chimborazo Quichua","beukema1975chimborazoquichua","NA","David Ginebra","NA","NA","NA","quec1387","colo1257","Chimborazo Highland Quichua","False","language","vulnerable",-1.36727,-78.8521,"qug",NA,NA,0,0,0,"EC","chim1302","qug","South America"
503,"chim1302","x","stan1288","mostly","other distributional change","no","[x] is an allophone of [k] in word and syllable final position in Chimborazo Quichua, but can also be found in word initial position in Spanish loanwords","Eitan Grossman","chim1302","Chimborazo Quichua","beukema1975chimborazoquichua","NA","David Ginebra","NA","NA","NA","quec1387","colo1257","Chimborazo Highland Quichua","False","language","vulnerable",-1.36727,-78.8521,"qug",NA,NA,0,0,0,"EC","chim1302","qug","South America"
504,"sala1272","d","stan1288","yes","other distributional change","no","[d] occurs syllable intially but not word initially in native vocabulary, but it does in Spanish loanwords (sometimes also realized [ð])","Eitan Grossman","sala1272","Salasaca Quichua","mazaquiza2008salascaquechua","NA","David Ginebra","NA","NA","NA","quec1387","colo1257","Salasaca Highland Quichua","False","language","definitely endangered",-1.35447,-78.3953,"qxl",NA,NA,0,0,0,"EC","sala1272","qxl","South America"
504,"sala1272","e","stan1288","yes","new phoneme","mid vowels","NA","Eitan Grossman","sala1272","Salasaca Quichua","mazaquiza2008salascaquechua","NA","David Ginebra","NA","NA","NA","quec1387","colo1257","Salasaca Highland Quichua","False","language","definitely endangered",-1.35447,-78.3953,"qxl",NA,NA,0,0,0,"EC","sala1272","qxl","South America"
504,"sala1272","o","stan1288","yes","new phoneme","mid vowels","NA","Eitan Grossman","sala1272","Salasaca Quichua","mazaquiza2008salascaquechua","NA","David Ginebra","NA","NA","NA","quec1387","colo1257","Salasaca Highland Quichua","False","language","definitely endangered",-1.35447,-78.3953,"qxl",NA,NA,0,0,0,"EC","sala1272","qxl","South America"
505,"east2652","z","arab1395","yes","new phoneme","voicing in fricatives","Other source languages too","Eitan Grossman","east2652","Eastern Oromo","1552_hae","hae_Owens1985.pdf","Elad Eisen","NA","1552","NA","afro1255","sout3218","Eastern Oromo","False","language","safe",8.67428,41.4395,"hae",NA,NA,0,0,4,"ET","east2652","hae","Africa"
506,"furu1242","ɾ","sang1328, stan1290","yes","new phoneme","rhotic","long [r] occurs in interjections","Eitan Grossman","furu1242","Furu","fuu_boyeldieu2000","fuu_boyeldieu2000_phon.pdf","Elad Eisen","NA","878","NA","cent2225","barh1234","Furu","False","language","safe",4.485,20.6448,"fuu",NA,NA,0,0,0,"CD CF","furu1242","fuu","Africa"
506,"furu1242","ʒ","stan1290","no","new phoneme","no","appears to affect the native realisation of /z/. Other source languages too","Eitan Grossman","furu1242","Furu","fuu_boyeldieu2000","fuu_boyeldieu2000_phon.pdf","Elad Eisen","NA","878","NA","cent2225","barh1234","Furu","False","language","safe",4.485,20.6448,"fuu",NA,NA,0,0,0,"CD CF","furu1242","fuu","Africa"
507,"mach1266","ɡ","unknown","yes","new phoneme","no","NA","Eitan Grossman","mach1266","Machame","1283_jmc_kiwoso","jmc_kiwoso.PDF","Elad Eisen","NA","1283","NA","atla1278","west2852","Machame","False","language","safe",-3.29385,37.0703,"jmc",NA,NA,0,0,5,"TZ","mach1266","jmc","Africa"
507,"mach1266","mp","unknown","yes","new phoneme","no","NA","Eitan Grossman","mach1266","Machame","1283_jmc_kiwoso","jmc_kiwoso.PDF","Elad Eisen","NA","1283","NA","atla1278","west2852","Machame","False","language","safe",-3.29385,37.0703,"jmc",NA,NA,0,0,5,"TZ","mach1266","jmc","Africa"
507,"mach1266","p","unknown","yes","new phoneme","no","NA","Eitan Grossman","mach1266","Machame","1283_jmc_kiwoso","jmc_kiwoso.PDF","Elad Eisen","NA","1283","NA","atla1278","west2852","Machame","False","language","safe",-3.29385,37.0703,"jmc",NA,NA,0,0,5,"TZ","mach1266","jmc","Africa"
508,"argo1244","aː","arab1395","yes","new phoneme","vowel length","NA","Eitan Grossman","argo1244","Argobba","1396_hertzon","agj_Hudson1997.pdf","Elad Eisen","NA","1396","NA","afro1255","amha1244","Argobba","False","language","vulnerable",10.6596,39.756,"agj",NA,NA,0,0,0,"ET","argo1244","agj","Africa"
508,"argo1244","p","unknown","yes","new phoneme","no","PHOIBLE marked it as aspirated, but source doesn't","Eitan Grossman","argo1244","Argobba","1396_hertzon","agj_Hudson1997.pdf","Elad Eisen","NA","1396","NA","afro1255","amha1244","Argobba","False","language","vulnerable",10.6596,39.756,"agj",NA,NA,0,0,0,"ET","argo1244","agj","Africa"
508,"argo1244","pʼ","unknown","yes","new phoneme","no","NA","Eitan Grossman","argo1244","Argobba","1396_hertzon","agj_Hudson1997.pdf","Elad Eisen","NA","1396","NA","afro1255","amha1244","Argobba","False","language","vulnerable",10.6596,39.756,"agj",NA,NA,0,0,0,"ET","argo1244","agj","Africa"
509,"bamb1269","h","arab1395","mostly","unknown","glottal","NA","Eitan Grossman","bamb1269","Bambara","1496_beledugu_bam,1496_bam_green2010","bam_green2010.pdf","Elad Eisen","NA","1496","NA","mand1469","east2425","Bambara","False","language","safe",12.0401,-9.98949,"bam",NA,NA,0,0,7,"CI GN ML SN","bamb1269","bam","Africa"
509,"bamb1269","p","stan1290","mostly","unknown","no","NA","Eitan Grossman","bamb1269","Bambara","1496_beledugu_bam,1496_bam_green2010","bam_green2010.pdf","Elad Eisen","NA","1496","NA","mand1469","east2425","Bambara","False","language","safe",12.0401,-9.98949,"bam",NA,NA,0,0,7,"CI GN ML SN","bamb1269","bam","Africa"
510,"mori1278","d̠ʒ","stan1293, hind1269, mara1378, tami1289","mostly","new phoneme","to be checked","NA","Eitan Grossman","mori1278","Morisyen","1569_mfe","mfe_Baker1972.pdf","Elad Eisen","NA","1569","NA","indo1319","isle1246","Morisyen","False","language","safe",-20.2613,57.5517,"mfe",NA,NA,0,0,0,"MU","mori1278","mfe","Africa"
510,"mori1278","ə","stan1290","mostly","unknown","to be checked","NA","Eitan Grossman","mori1278","Morisyen","1569_mfe","mfe_Baker1972.pdf","Elad Eisen","NA","1569","NA","indo1319","isle1246","Morisyen","False","language","safe",-20.2613,57.5517,"mfe",NA,NA,0,0,0,"MU","mori1278","mfe","Africa"
510,"mori1278","t̠ʃ","stan1293, hind1269, mara1378, tami1289","mostly","new phoneme","affricate","NA","Eitan Grossman","mori1278","Morisyen","1569_mfe","mfe_Baker1972.pdf","Elad Eisen","NA","1569","NA","indo1319","isle1246","Morisyen","False","language","safe",-20.2613,57.5517,"mfe",NA,NA,0,0,0,"MU","mori1278","mfe","Africa"
511,"berb1259","v","creo1235","yes","new phoneme","voicing in fricatives","NA","Eitan Grossman","berb1259","Berbice Dutch","kouwenberg1994berbicedutch","NA","David Ginebra","NA","NA","NA","indo1319","dutc1257","Berbice Creole Dutch","False","language","extinct",5.3829,-58.0002,"brc",NA,NA,0,0,0,"GY","berb1259","brc","South America"
511,"berb1259","z","creo1235","yes","new phoneme","voicing in fricatives","NA","Eitan Grossman","berb1259","Berbice Dutch","kouwenberg1994berbicedutch","NA","David Ginebra","NA","NA","NA","indo1319","dutc1257","Berbice Creole Dutch","False","language","extinct",5.3829,-58.0002,"brc",NA,NA,0,0,0,"GY","berb1259","brc","South America"
512,"huam1248","b","stan1288","yes","new phoneme","voicing in plosives","NA","Eitan Grossman","huam1248","Huallaga (Huanuco) Quechua","weber1983huallagaquechua","NA","David Ginebra","NA","NA","NA","quec1387","huay1239","Huamalíes-Dos de Mayo Huánuco Quechua","False","language","vulnerable",-9.15718,-76.3372,"qvh",NA,NA,0,0,3,"PE","huam1248","qvh","South America"
512,"huam1248","d","stan1288","yes","new phoneme","voicing in plosives","NA","Eitan Grossman","huam1248","Huallaga (Huanuco) Quechua","weber1983huallagaquechua","NA","David Ginebra","NA","NA","NA","quec1387","huay1239","Huamalíes-Dos de Mayo Huánuco Quechua","False","language","vulnerable",-9.15718,-76.3372,"qvh",NA,NA,0,0,3,"PE","huam1248","qvh","South America"
512,"huam1248","e","stan1288","yes","phonologization of allophone","mid vowels","NA","Eitan Grossman","huam1248","Huallaga (Huanuco) Quechua","weber1983huallagaquechua","NA","David Ginebra","NA","NA","NA","quec1387","huay1239","Huamalíes-Dos de Mayo Huánuco Quechua","False","language","vulnerable",-9.15718,-76.3372,"qvh",NA,NA,0,0,3,"PE","huam1248","qvh","South America"
512,"huam1248","f","stan1288","yes","new phoneme","labiodental","NA","Eitan Grossman","huam1248","Huallaga (Huanuco) Quechua","weber1983huallagaquechua","NA","David Ginebra","NA","NA","NA","quec1387","huay1239","Huamalíes-Dos de Mayo Huánuco Quechua","False","language","vulnerable",-9.15718,-76.3372,"qvh",NA,NA,0,0,3,"PE","huam1248","qvh","South America"
512,"huam1248","ɡ","stan1288","yes","new phoneme","voicing in plosives","NA","Eitan Grossman","huam1248","Huallaga (Huanuco) Quechua","weber1983huallagaquechua","NA","David Ginebra","NA","NA","NA","quec1387","huay1239","Huamalíes-Dos de Mayo Huánuco Quechua","False","language","vulnerable",-9.15718,-76.3372,"qvh",NA,NA,0,0,3,"PE","huam1248","qvh","South America"
512,"huam1248","o","stan1288","yes","phonologization of allophone","mid vowels","NA","Eitan Grossman","huam1248","Huallaga (Huanuco) Quechua","weber1983huallagaquechua","NA","David Ginebra","NA","NA","NA","quec1387","huay1239","Huamalíes-Dos de Mayo Huánuco Quechua","False","language","vulnerable",-9.15718,-76.3372,"qvh",NA,NA,0,0,3,"PE","huam1248","qvh","South America"
513,"siam1242","p","unknown","mostly","new phoneme","no","NA","Eitan Grossman","siam1242","Siamou","1627_Haas_sif","Haas_sif.pdf","Elad Eisen","NA","1627","NA","","","Siamou","False","language","safe",10.998,-4.92143,"sif",NA,NA,0,0,1,"BF CI ML","siam1242","sif","Africa"
514,"sumb1240","d̠ʒ","unknown","mostly","unknown","affricate, palato-alveolar","NA","Eitan Grossman","sumb1240","Sumbwa","1639_Kahigi_suw","Kahigi_suw.PDF","Elad Eisen","NA","1639","NA","atla1278","suku1274","Sumbwa","False","language","safe",-3.47335,31.9457,"suw",NA,NA,0,0,0,"TZ","sumb1240","suw","Africa"
514,"sumb1240","ʃ","unknown","mostly","unknown","palato-alveolar","NA","Eitan Grossman","sumb1240","Sumbwa","1639_Kahigi_suw","Kahigi_suw.PDF","Elad Eisen","NA","1639","NA","atla1278","suku1274","Sumbwa","False","language","safe",-3.47335,31.9457,"suw",NA,NA,0,0,0,"TZ","sumb1240","suw","Africa"
514,"sumb1240","t̠ʃ","unknown","mostly","unknown","affricate, palato-alveolar","NA","Eitan Grossman","sumb1240","Sumbwa","1639_Kahigi_suw","Kahigi_suw.PDF","Elad Eisen","NA","1639","NA","atla1278","suku1274","Sumbwa","False","language","safe",-3.47335,31.9457,"suw",NA,NA,0,0,0,"TZ","sumb1240","suw","Africa"
515,"amha1245","p","unknown","yes","new phoneme","to be checked","NA","NA","amha1245","Amharic","amh_hayward1992","amh_hayward1992.pdf","Elad Eisen","NA","2156","NA","afro1255","amha1244","Amharic","False","language","safe",11.708182,39.543456,"amh",NA,NA,0,0,0,"DJ ET","amha1245","amh","Africa"
515,"amha1245","pʷʼ","unknown","yes","new phoneme","to be checked","NA","NA","amha1245","Amharic","amh_hayward1992","amh_hayward1992.pdf","Elad Eisen","NA","2156","NA","afro1255","amha1244","Amharic","False","language","safe",11.708182,39.543456,"amh",NA,NA,0,0,0,"DJ ET","amha1245","amh","Africa"
515,"amha1245","pʼ","unknown","yes","new phoneme","to be checked","NA","NA","amha1245","Amharic","amh_hayward1992","amh_hayward1992.pdf","Elad Eisen","NA","2156","NA","afro1255","amha1244","Amharic","False","language","safe",11.708182,39.543456,"amh",NA,NA,0,0,0,"DJ ET","amha1245","amh","Africa"
516,"awng1244","ɛ","amha1245","no","phonologization of allophone","to be checked","NA","Eitan Grossman","awng1244","Awngi","1542_awngi_2010","Hetzron1969.png","Elad Eisen","NA","234","NA","afro1255","cent2193","Awngi","False","language","safe",10.9819,36.6916,"awn",NA,NA,0,0,0,"ET","awng1244","awn","Africa"
516,"awng1244","h","amha1245","mostly","unknown","glottal","can be omitted","Eitan Grossman","awng1244","Awngi","1542_awngi_2010","Hetzron1969.png","Elad Eisen","NA","234","NA","afro1255","cent2193","Awngi","False","language","safe",10.9819,36.6916,"awn",NA,NA,0,0,0,"ET","awng1244","awn","Africa"
517,"chum1261","ɡ","unknown","yes","new phoneme","no","NA","Eitan Grossman","chum1261","Chumburung","Hartell1993","ncu_Hartell1993_phon.pdf","Elad Eisen","NA","686","NA","atla1278","rive1262","Chumburung","False","language","safe",8.15211,-0.2755,"ncu",NA,NA,0,0,3,"GH","chum1261","ncu","Africa"
517,"chum1261","h","unknown","yes","new phoneme","glottal","NA","Eitan Grossman","chum1261","Chumburung","Hartell1993","ncu_Hartell1993_phon.pdf","Elad Eisen","NA","686","NA","atla1278","rive1262","Chumburung","False","language","safe",8.15211,-0.2755,"ncu",NA,NA,0,0,3,"GH","chum1261","ncu","Africa"
518,"cavi1250","ɡ","stan1288","yes","new phoneme","to be checked","the grammar only provides one example (gringo), along with examples in which the foreign sounds have been shaped to Cavineña existing sounds (iglesia)","NA","cavi1250","Cavineña","guillaume2004cavinena","NA","David Ginebra","NA","NA","NA","pano1259","taca1255","Cavineña","False","language","definitely endangered",-13.3544,-66.6277,"cav",NA,NA,0,0,0,"BO","cavi1250","cav","South America"
518,"cavi1250","ŋ","stan1288","yes","new phoneme","to be checked","the grammar only provides one example (gringo), along with examples in which the foreign sounds have been shaped to Cavineña existing sounds (iglesia)","NA","cavi1250","Cavineña","guillaume2004cavinena","NA","David Ginebra","NA","NA","NA","pano1259","taca1255","Cavineña","False","language","definitely endangered",-13.3544,-66.6277,"cav",NA,NA,0,0,0,"BO","cavi1250","cav","South America"
518,"cavi1250","o","stan1288","yes","new phoneme","to be checked","the grammar only provides one example (gringo), along with examples in which the foreign sounds have been shaped to Cavineña existing sounds (iglesia)","NA","cavi1250","Cavineña","guillaume2004cavinena","NA","David Ginebra","NA","NA","NA","pano1259","taca1255","Cavineña","False","language","definitely endangered",-13.3544,-66.6277,"cav",NA,NA,0,0,0,"BO","cavi1250","cav","South America"
519,"cham1318","r","stan1288","yes","new phoneme","rhotic","it's not specified if it is a trill rothic or a tap rothic, although from the transcriptions it should be trill","NA","cham1318","Chamicuro","parker1991chamicuro","NA","David Ginebra","NA","NA","NA","araw1281","cham1317","Chamicuro","False","language","critically endangered",-5.1149,-75.6778,"ccc",NA,NA,0,0,0,"PE","cham1318","ccc","South America"
520,"kari1301","ĩ","macr1272","yes","new phoneme","to be checked","only in one or two words","NA","kari1301","Karipúna Creole French","tobler1983karipuna","NA","David Ginebra","NA","NA","NA","indo1319","guya1252","Karipúna Creole French","False","language","vulnerable",3.42825,-51.6888,"kmv",NA,NA,0,0,0,"BR","kari1301","kmv","South America"
521,"kano1245","b","macr1272","yes","new phoneme","voicing in plosives","NA","NA","kano1245","Kanoê","bacelar2004kanoe","NA","David Ginebra","NA","NA","NA","","","Kanoê","False","language","critically endangered",-12.1789,-64.5812,"kxo",NA,NA,0,0,0,"BR","kano1245","kxo","South America"
521,"kano1245","ɡ","macr1272","yes","new phoneme","voicing in plosives","NA","NA","kano1245","Kanoê","bacelar2004kanoe","NA","David Ginebra","NA","NA","NA","","","Kanoê","False","language","critically endangered",-12.1789,-64.5812,"kxo",NA,NA,0,0,0,"BR","kano1245","kxo","South America"
521,"kano1245","ʒ","macr1272","yes","new phoneme","voicing in fricatives","NA","NA","kano1245","Kanoê","bacelar2004kanoe","NA","David Ginebra","NA","NA","NA","","","Kanoê","False","language","critically endangered",-12.1789,-64.5812,"kxo",NA,NA,0,0,0,"BR","kano1245","kxo","South America"
522,"mund1330","ɾ","macr1272","yes","other distributional change","to be checked","[ɾ] occurs only in onsets but not word-initially or in codas in native words, but it appears word-initially in borrowings ","NA","mund1330","Mundurukú","picanco2005munduruku","NA","David Ginebra","NA","NA","NA","tupi1275","mund1329","Mundurukú","False","language","definitely endangered",-8.41095,-57.691,"myu",NA,NA,0,0,0,"BR","mund1330","myu","South America"
523,"huay1240","b","stan1288","unknown","new phoneme","voicing in plosives","NA","NA","huay1240","Huaylas Ancash Quechua","levengood1982huaylasquechua","NA","David Ginebra","NA","NA","NA","quec1387","huay1239","Huaylas Ancash Quechua","False","language","vulnerable",-9.38709,-77.7768,"qwh",NA,NA,0,0,3,"PE","huay1240","qwh","South America"
