"InventoryID","BorrowingLanguageGlottocode","BorrowedSound","SourceLanguageGlottocode","OnlyInLoanwords","Result","NewDistinction","PhonemeComments","Verified","Glottocode","LanguageName","BibTexKey","Filename","Contributor","MetadataComments","PhoibleID","ClosestNeighbor","family_id","parent_id","name","bookkeeping","level","status","latitude","longitude","iso639P3code","description","markup_description","child_family_count","child_language_count","child_dialect_count","country_ids","glottocode","isocodes","macroarea"
130,"lith1251","fʲ","unknown","yes","other distributional change","unknown","NA","NA","lith1251","Lithuanian","balode2001lithuanian","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","east2280","Lithuanian","False","language","safe",55.1429,23.9601,"lit",NA,NA,0,0,9,"BY LT LV PL RU","lith1251","lit","Eurasia"
130,"lith1251","ɣ","unknown","yes","other distributional change","unknown","NA","NA","lith1251","Lithuanian","balode2001lithuanian","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","east2280","Lithuanian","False","language","safe",55.1429,23.9601,"lit",NA,NA,0,0,9,"BY LT LV PL RU","lith1251","lit","Eurasia"
130,"lith1251","ɣʲ","unknown","yes","other distributional change","unknown","NA","NA","lith1251","Lithuanian","balode2001lithuanian","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","east2280","Lithuanian","False","language","safe",55.1429,23.9601,"lit",NA,NA,0,0,9,"BY LT LV PL RU","lith1251","lit","Eurasia"
130,"lith1251","ɔ","unknown","yes","other distributional change","unknown","NA","NA","lith1251","Lithuanian","balode2001lithuanian","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","east2280","Lithuanian","False","language","safe",55.1429,23.9601,"lit",NA,NA,0,0,9,"BY LT LV PL RU","lith1251","lit","Eurasia"
130,"lith1251","x","unknown","yes","other distributional change","unknown","NA","NA","lith1251","Lithuanian","balode2001lithuanian","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","east2280","Lithuanian","False","language","safe",55.1429,23.9601,"lit",NA,NA,0,0,9,"BY LT LV PL RU","lith1251","lit","Eurasia"
130,"lith1251","xʲ","unknown","yes","other distributional change","unknown","NA","NA","lith1251","Lithuanian","balode2001lithuanian","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","east2280","Lithuanian","False","language","safe",55.1429,23.9601,"lit",NA,NA,0,0,9,"BY LT LV PL RU","lith1251","lit","Eurasia"
131,"logb1245","p","stan1293, ewee1241","no","new phoneme","no","phoneme appears also in ideophones","NA","logb1245","Logba","dorvlo2008logba","NA","NA","NA","NA","NA","atla1278","nato1234","Logba","False","language","definitely endangered",6.92838,0.43068,"lgq",NA,NA,0,0,0,"GH","logb1245","lgq","Africa"
132,"louu1245","b","tokp1240","yes","new phoneme","voicing","allophone of /p/ between vowels in native phonology","NA","louu1245","Lou","blust1998lou","NA","Einav Levanon","NA","NA","NA","aust1307","loup1244","Lou","False","language","safe",-2.38659,147.346,"loj",NA,NA,0,0,1,"PG","louu1245","loj","Papunesia"
132,"louu1245","ɡ","tokp1240","yes","new phoneme","voicing","allophone of /k/ between vowels in native phonology","NA","louu1245","Lou","blust1998lou","NA","Einav Levanon","NA","NA","NA","aust1307","loup1244","Lou","False","language","safe",-2.38659,147.346,"loj",NA,NA,0,0,1,"PG","louu1245","loj","Papunesia"
133,"luok1236","ʃ","unknown","yes","to be checked","to be checked","(loan)","NA","luok1236","Luo (Kenya and Tanzania)","Gregersen1961","luo_SPA1979_phon.pdf","Steven Moran","NA","153","NA","nilo1247","adho1242","Luo (Kenya and Tanzania)","False","language","safe",-0.93296,34.4896,"luo",NA,NA,0,0,0,"KE TZ","luok1236","luo","Africa"
134,"nucl1460","f","arab1395, stan1293","yes","new phoneme","labiodental","NA","NA","nucl1460","Madurese","davies2010madurese","NA","Einav Levanon","NA","NA","NA","aust1307","madu1247","Madurese","False","language","safe",-7,113,"mad",NA,NA,0,0,6,"ID","nucl1460","mad","Papunesia"
134,"nucl1460","h","arab1395, indo1316, stan1293","yes","new phoneme","no","NA","NA","nucl1460","Madurese","davies2010madurese","NA","Einav Levanon","NA","NA","NA","aust1307","madu1247","Madurese","False","language","safe",-7,113,"mad",NA,NA,0,0,6,"ID","nucl1460","mad","Papunesia"
134,"nucl1460","j","unknown","no","other distributional change","no","phonemic only word finally in native phonology, appears also in epenthesis","NA","nucl1460","Madurese","davies2010madurese","NA","Einav Levanon","NA","NA","NA","aust1307","madu1247","Madurese","False","language","safe",-7,113,"mad",NA,NA,0,0,6,"ID","nucl1460","mad","Papunesia"
134,"nucl1460","w","unknown","no","other distributional change","no","phonemic only in loan words, appears in epenthesis","NA","nucl1460","Madurese","davies2010madurese","NA","Einav Levanon","NA","NA","NA","aust1307","madu1247","Madurese","False","language","safe",-7,113,"mad",NA,NA,0,0,6,"ID","nucl1460","mad","Papunesia"
135,"maka1317","ʎ","macr1272, tetu1245","unknown","new phoneme","no","NA","NA","maka1317","Makasai","correia2011makasae","NA","Einav Levanon","NA","NA","NA","timo1261","maka1316","Makasai","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","maka1317","","Papunesia"
135,"maka1317","ɲ","macr1272, tetu1245","unknown","new phoneme","no","NA","NA","maka1317","Makasai","correia2011makasae","NA","Einav Levanon","NA","NA","NA","timo1261","maka1316","Makasai","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","maka1317","","Papunesia"
135,"maka1317","p","macr1272, tetu1245","unknown","new phoneme","no","NA","NA","maka1317","Makasai","correia2011makasae","NA","Einav Levanon","NA","NA","NA","timo1261","maka1316","Makasai","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","maka1317","","Papunesia"
135,"maka1317","r","macr1272, tetu1245","unknown","new phoneme","trill","NA","NA","maka1317","Makasai","correia2011makasae","NA","Einav Levanon","NA","NA","NA","timo1261","maka1316","Makasai","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","maka1317","","Papunesia"
135,"maka1317","ʃ","macr1272, tetu1245","unknown","new phoneme","no","NA","NA","maka1317","Makasai","correia2011makasae","NA","Einav Levanon","NA","NA","NA","timo1261","maka1316","Makasai","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","maka1317","","Papunesia"
135,"maka1317","v","macr1272, tetu1245","unknown","new phoneme","no","NA","NA","maka1317","Makasai","correia2011makasae","NA","Einav Levanon","NA","NA","NA","timo1261","maka1316","Makasai","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","maka1317","","Papunesia"
135,"maka1317","z","macr1272, tetu1245","unknown","new phoneme","no","NA","NA","maka1317","Makasai","correia2011makasae","NA","Einav Levanon","NA","NA","NA","timo1261","maka1316","Makasai","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","maka1317","","Papunesia"
135,"maka1317","ʒ","macr1272, tetu1245","unknown","new phoneme","no","NA","NA","maka1317","Makasai","correia2011makasae","NA","Einav Levanon","NA","NA","NA","timo1261","maka1316","Makasai","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","maka1317","","Papunesia"
136,"makl1245","b","tetu1245, indo1316, macr1272","no","new phoneme","to be checked","phoneme /b/ appears in place names, which is the only case of voicing distinction in Makalero native phonology.","NA","makl1245","Maklere","huber2011makalero","NA","NA","NA","NA","NA","timo1261","maka1316","Maklere","False","dialect","safe",NA,NA,"mjb",NA,NA,0,0,0,"","makl1245","mjb","Papunesia"
136,"makl1245","d̠ʒ","indo1316","yes","new phoneme","to be checked","phoneme has allophone /dz/","NA","makl1245","Maklere","huber2011makalero","NA","NA","NA","NA","NA","timo1261","maka1316","Maklere","False","dialect","safe",NA,NA,"mjb",NA,NA,0,0,0,"","makl1245","mjb","Papunesia"
136,"makl1245","ɡ","tetu1245, indo1316, macr1272","yes","new phoneme","to be checked","NA","NA","makl1245","Maklere","huber2011makalero","NA","NA","NA","NA","NA","timo1261","maka1316","Maklere","False","dialect","safe",NA,NA,"mjb",NA,NA,0,0,0,"","makl1245","mjb","Papunesia"
136,"makl1245","ŋ","indo1316","yes","new phoneme","no","commonly realized as /n/","NA","makl1245","Maklere","huber2011makalero","NA","NA","NA","NA","NA","timo1261","maka1316","Maklere","False","dialect","safe",NA,NA,"mjb",NA,NA,0,0,0,"","makl1245","mjb","Papunesia"
136,"makl1245","t̠ʃ","indo1316","yes","new phoneme","to be checked","phoneme has an allphone /ts/","NA","makl1245","Maklere","huber2011makalero","NA","NA","NA","NA","NA","timo1261","maka1316","Maklere","False","dialect","safe",NA,NA,"mjb",NA,NA,0,0,0,"","makl1245","mjb","Papunesia"
136,"makl1245","v","macr1272","no","phonologization of allophone","no","commonly realized as /b/. in native phonology [v] and [β] are allophones of /u/","NA","makl1245","Maklere","huber2011makalero","NA","NA","NA","NA","NA","timo1261","maka1316","Maklere","False","dialect","safe",NA,NA,"mjb",NA,NA,0,0,0,"","makl1245","mjb","Papunesia"
136,"makl1245","z","macr1272","yes","new phoneme","voicing","NA","NA","makl1245","Maklere","huber2011makalero","NA","NA","NA","NA","NA","timo1261","maka1316","Maklere","False","dialect","safe",NA,NA,"mjb",NA,NA,0,0,0,"","makl1245","mjb","Papunesia"
137,"mamm1241","b","stan1288","yes","new phoneme","voicing","Mam does not have voicing distinction, ejective/glottalized phonemes are sometimes voiced. appears in one native word","NA","mamm1241","Mam","england1983mam","NA","NA","NA","NA","NA","maya1287","mame1240","Mam","False","language","vulnerable",14.8034,-91.7231,"mam",NA,NA,0,0,0,"GT MX","mamm1241","mam","North America"
137,"mamm1241","d","stan1288","yes","new phoneme","voicing","Mam does not have voicing distinction, ejective/glottalized phonemes are sometimes voiced","NA","mamm1241","Mam","england1983mam","NA","NA","NA","NA","NA","maya1287","mame1240","Mam","False","language","vulnerable",14.8034,-91.7231,"mam",NA,NA,0,0,0,"GT MX","mamm1241","mam","North America"
137,"mamm1241","ɡ","stan1288","yes","new phoneme","voicing","Mam does not have voicing distinction, ejective/glottalized phonemes are sometimes voiced","NA","mamm1241","Mam","england1983mam","NA","NA","NA","NA","NA","maya1287","mame1240","Mam","False","language","vulnerable",14.8034,-91.7231,"mam",NA,NA,0,0,0,"GT MX","mamm1241","mam","North America"
137,"mamm1241","ɾ","stan1288","mostly","new phoneme","tap","has an allophone /r/","NA","mamm1241","Mam","england1983mam","NA","NA","NA","NA","NA","maya1287","mame1240","Mam","False","language","vulnerable",14.8034,-91.7231,"mam",NA,NA,0,0,0,"GT MX","mamm1241","mam","North America"
138,"mamb1294","d̠ʒ","unknown","yes","to be checked","to be checked","NA","NA","mamb1294","Mambai","anonby2011mambay","NA","Elad Eisen","NA","NA","NA","atla1278","tupu1245","Mambai","False","language","vulnerable",9.6121,14.0013,"mcs",NA,NA,0,0,0,"CM TD","mamb1294","mcs","Africa"
138,"mamb1294","mb","unknown","yes","to be checked","to be checked","NA","NA","mamb1294","Mambai","anonby2011mambay","NA","Elad Eisen","NA","NA","NA","atla1278","tupu1245","Mambai","False","language","vulnerable",9.6121,14.0013,"mcs",NA,NA,0,0,0,"CM TD","mamb1294","mcs","Africa"
138,"mamb1294","nd","unknown","yes","to be checked","to be checked","NA","NA","mamb1294","Mambai","anonby2011mambay","NA","Elad Eisen","NA","NA","NA","atla1278","tupu1245","Mambai","False","language","vulnerable",9.6121,14.0013,"mcs",NA,NA,0,0,0,"CM TD","mamb1294","mcs","Africa"
138,"mamb1294","ŋɡ","unknown","yes","to be checked","to be checked","NA","NA","mamb1294","Mambai","anonby2011mambay","NA","Elad Eisen","NA","NA","NA","atla1278","tupu1245","Mambai","False","language","vulnerable",9.6121,14.0013,"mcs",NA,NA,0,0,0,"CM TD","mamb1294","mcs","Africa"
139,"mana1298","e","tokp1240","yes","new phoneme","no","NA","NA","mana1298","Manambu","aikhenvald2010manambu","NA","NA","NA","NA","NA","nduu1242","mana1303","Manambu","False","language","definitely endangered",-4.19082,142.862,"mle",NA,NA,0,0,0,"PG","mana1298","mle","Papunesia"
139,"mana1298","o","tokp1240","yes","new phoneme","no","NA","NA","mana1298","Manambu","aikhenvald2010manambu","NA","NA","NA","NA","NA","nduu1242","mana1303","Manambu","False","language","definitely endangered",-4.19082,142.862,"mle",NA,NA,0,0,0,"PG","mana1298","mle","Papunesia"
140,"payn1244","o","tokp1240","yes","new phoneme","no","mid front vowel /e/ is rare","NA","payn1244","Manat","daniels2015sogeram","NA","Einav Levanon","NA","NA","NA","nucl1709","cent2257","Manat","False","language","severely endangered",-4.94303,144.879,"pmr",NA,NA,0,0,0,"PG","payn1244","pmr","Papunesia"
141,"nucl1706","d̠ʒ","unknown","yes","to be checked","to be checked","Source languages: Arabic or Persian","NA","nucl1706","Mandaic","haeberl2015neomandaic","NA","KurdistanDB","NA","NA","NA","afro1255","mand1468","Mandaic","False","language","severely endangered",31.3443,48.8128,"mid",NA,NA,0,0,3,"AU IQ IR US","nucl1706","mid","Eurasia"
141,"nucl1706","ðˤ","arab1395","yes","new phoneme","no","NA","NA","nucl1706","Mandaic","haeberl2015neomandaic","NA","KurdistanDB","NA","NA","NA","afro1255","mand1468","Mandaic","False","language","severely endangered",31.3443,48.8128,"mid",NA,NA,0,0,3,"AU IQ IR US","nucl1706","mid","Eurasia"
141,"nucl1706","ħ","unknown","yes","to be checked","to be checked","Source languages: Arabic or Persian","NA","nucl1706","Mandaic","haeberl2015neomandaic","NA","KurdistanDB","NA","NA","NA","afro1255","mand1468","Mandaic","False","language","severely endangered",31.3443,48.8128,"mid",NA,NA,0,0,3,"AU IQ IR US","nucl1706","mid","Eurasia"
141,"nucl1706","t̠ʃ","unknown","yes","to be checked","to be checked","Source languages: Arabic or Persian","NA","nucl1706","Mandaic","haeberl2015neomandaic","NA","KurdistanDB","NA","NA","NA","afro1255","mand1468","Mandaic","False","language","severely endangered",31.3443,48.8128,"mid",NA,NA,0,0,3,"AU IQ IR US","nucl1706","mid","Eurasia"
141,"nucl1706","zˤ","arab1395","yes","new phoneme","no","NA","NA","nucl1706","Mandaic","haeberl2015neomandaic","NA","KurdistanDB","NA","NA","NA","afro1255","mand1468","Mandaic","False","language","severely endangered",31.3443,48.8128,"mid",NA,NA,0,0,3,"AU IQ IR US","nucl1706","mid","Eurasia"
141,"nucl1706","ʕ","unknown","yes","to be checked","to be checked","Source languages: Arabic or Persian","NA","nucl1706","Mandaic","haeberl2015neomandaic","NA","KurdistanDB","NA","NA","NA","afro1255","mand1468","Mandaic","False","language","severely endangered",31.3443,48.8128,"mid",NA,NA,0,0,3,"AU IQ IR US","nucl1706","mid","Eurasia"
142,"mang1381","ʎ","yang1288","yes","new phoneme","no","phoneme appears only in loans from other australian languages, English loans are adapted to native phonological system","NA","mang1381","Mangarrayi","merlan1989mangarayi","NA","NA","NA","NA","NA","mang1423","mang1423","Mangarrayi","False","language","critically endangered",-14.7982,133.803,"mpc",NA,NA,0,0,0,"AU","mang1381","mpc","Australia"
143,"mapu1245","ʃ","stan1288","yes","new phoneme","no","NA","NA","mapu1245","Mapudungun","adelaar2004andes","NA","Eitan Grossman","NA","NA","NA","arau1255","arau1255","Mapudungun","False","language","definitely endangered",-38.7392,-71.277,"arn",NA,NA,0,0,3,"AR CL","mapu1245","arn","South America"
144,"marg1265","ɛ","unknown","unknown","to be checked","to be checked","(loan,surface)","NA","marg1265","Marghi Central","Hoffmann1963","mrt_SPA1979_phon.pdf","Steven Moran","NA","126","NA","afro1255","bium1270","Marghi Central","False","language","safe",10.93854,13.0521,"mrt",NA,NA,0,0,4,"NG","marg1265","mrt","Africa"
144,"marg1265","ɔ","unknown","unknown","to be checked","to be checked","(loan,surface,allo)","NA","marg1265","Marghi Central","Hoffmann1963","mrt_SPA1979_phon.pdf","Steven Moran","NA","126","NA","afro1255","bium1270","Marghi Central","False","language","safe",10.93854,13.0521,"mrt",NA,NA,0,0,4,"NG","marg1265","mrt","Africa"
145,"mauw1238","ŋ","mala1494","no","new phoneme","no","used also in personal names","NA","mauw1238","Mauwake","berghall2015mauwake","NA","Einav Levanon","NA","NA","NA","nucl1709","kumi1249","Mauwake","False","language","safe",-4.52416,145.394,"mhl",NA,NA,0,0,0,"PG","mauw1238","mhl","Papunesia"
146,"maib1239","d̠ʒ","stan1306","yes","new phoneme","affricate","uncommon, seems to appear due to switcing. Source language: Papuan Malay?","NA","maib1239","Maybrat-Karon","dol2007maybrat","NA","Einav Levanon","NA","NA","NA","","","Maybrat-Karon","False","language","safe",-1.3679,132.591,"ayz",NA,NA,0,0,6,"ID","maib1239","ayz","Papunesia"
146,"maib1239","t̠ʃ","stan1306","yes","new phoneme","affricate","uncommon, seems to appear due to switcing. Source language: Papuan Malay?","NA","maib1239","Maybrat-Karon","dol2007maybrat","NA","Einav Levanon","NA","NA","NA","","","Maybrat-Karon","False","language","safe",-1.3679,132.591,"ayz",NA,NA,0,0,6,"ID","maib1239","ayz","Papunesia"
147,"mehe1243","p","tokp1240","yes","new phoneme","no","appears also in several plant and animal names, may be onomatopeic. no minimal pairs were found.","NA","mehe1243","Mehek","hatfield2016mehek","NA","Einav Levanon","NA","NA","NA","sepi1257","mehe1244","Mehek","False","language","definitely endangered",-3.70927,142.498,"nux",NA,NA,0,0,0,"PG","mehe1243","nux","Papunesia"
148,"mezq1235","l","unknown","yes","to be checked","to be checked","(loan)","NA","mezq1235","Mezquital Otomi","BlightEunice1976","ote_SPA1979_phon.pdf","Steven Moran","NA","97","NA","otom1299","nort3201","Mezquital Otomi","False","language","safe",20.2274,-99.5564,"ote",NA,NA,0,0,0,"MX US","mezq1235","ote","North America"
148,"mezq1235","t̠ʃ","unknown","yes","to be checked","to be checked","(loan)","NA","mezq1235","Mezquital Otomi","BlightEunice1976","ote_SPA1979_phon.pdf","Steven Moran","NA","97","NA","otom1299","nort3201","Mezquital Otomi","False","language","safe",20.2274,-99.5564,"ote",NA,NA,0,0,0,"MX US","mezq1235","ote","North America"
149,"mian1256","l","tokp1240","no","phonologization of allophone","no","appears word innitially in Tok Pisin loans, in native phonoly has an allophone [d]","NA","mian1256","Mian","fedden2007mian","NA","Einav Levanon","NA","NA","NA","nucl1709","mian1255","Mian","False","language","definitely endangered",-4.70881,141.523,"mpt",NA,NA,0,0,3,"PG","mian1256","mpt","Papunesia"
150,"miga1241","d̠ʒ","tokp1240","yes","new phoneme","no","NA","NA","miga1241","Migabac","migabac2005mcevoy","NA","Einav Levanon","NA","NA","NA","nucl1709","moma1244","Migabac","False","language","safe",-6.33237,147.713,"mpp",NA,NA,0,0,3,"PG","miga1241","mpp","Papunesia"
150,"miga1241","r","tokp1240","yes","phonologization of allophone","trill","allophone of /l/ in native phonology (northern dialect)","NA","miga1241","Migabac","migabac2005mcevoy","NA","Einav Levanon","NA","NA","NA","nucl1709","moma1244","Migabac","False","language","safe",-6.33237,147.713,"mpp",NA,NA,0,0,3,"PG","miga1241","mpp","Papunesia"
151,"mlah1239","d̠ʒ","unknown","yes","to be checked","to be checked","NA","NA","mlah1239","Mlahsö","jastrow2011turoyomlahso","NA","KurdistanDB","NA","NA","NA","afro1255","turo1240","Mlahsö","False","language","extinct",37.0311,41.2209,"lhs",NA,NA,0,0,0,"SY","mlah1239","lhs","Eurasia"
151,"mlah1239","dˤ","unknown","yes","to be checked","to be checked","NA","NA","mlah1239","Mlahsö","jastrow2011turoyomlahso","NA","KurdistanDB","NA","NA","NA","afro1255","turo1240","Mlahsö","False","language","extinct",37.0311,41.2209,"lhs",NA,NA,0,0,0,"SY","mlah1239","lhs","Eurasia"
151,"mlah1239","ðˤ","unknown","yes","to be checked","to be checked","NA","NA","mlah1239","Mlahsö","jastrow2011turoyomlahso","NA","KurdistanDB","NA","NA","NA","afro1255","turo1240","Mlahsö","False","language","extinct",37.0311,41.2209,"lhs",NA,NA,0,0,0,"SY","mlah1239","lhs","Eurasia"
151,"mlah1239","t̠ʃ","unknown","yes","to be checked","to be checked","NA","NA","mlah1239","Mlahsö","jastrow2011turoyomlahso","NA","KurdistanDB","NA","NA","NA","afro1255","turo1240","Mlahsö","False","language","extinct",37.0311,41.2209,"lhs",NA,NA,0,0,0,"SY","mlah1239","lhs","Eurasia"
151,"mlah1239","ʒ","unknown","yes","to be checked","to be checked","NA","NA","mlah1239","Mlahsö","jastrow2011turoyomlahso","NA","KurdistanDB","NA","NA","NA","afro1255","turo1240","Mlahsö","False","language","extinct",37.0311,41.2209,"lhs",NA,NA,0,0,0,"SY","mlah1239","lhs","Eurasia"
152,"hebr1245","d̠ʒ","unknown","yes","new phoneme","no","Hebrew did not have affricates other than /ts/. Some sources include Arabic (dʒanana 'craze').","NA","hebr1245","Modern Hebrew","schwarzwald2011modernhebrew","NA","Elad Eisen","NA","NA","NA","afro1255","hebr1246","Modern Hebrew","False","language","safe",31.1056,35.0179,"heb",NA,NA,0,0,2,"IL JO LB PS SY","hebr1245","heb","Eurasia"
152,"hebr1245","t̠ʃ","unknown","yes","new phoneme","no","Modern Hebrew did not have affricates other than /ts/. It does however have heteromorphemic affricate-like sequences, as in tʃma 'listen!'.","NA","hebr1245","Modern Hebrew","schwarzwald2011modernhebrew","NA","Elad Eisen","NA","NA","NA","afro1255","hebr1246","Modern Hebrew","False","language","safe",31.1056,35.0179,"heb",NA,NA,0,0,2,"IL JO LB PS SY","hebr1245","heb","Eurasia"
152,"hebr1245","w","unknown","yes","new phoneme","no","NA","NA","hebr1245","Modern Hebrew","schwarzwald2011modernhebrew","NA","Elad Eisen","NA","NA","NA","afro1255","hebr1246","Modern Hebrew","False","language","safe",31.1056,35.0179,"heb",NA,NA,0,0,2,"IL JO LB PS SY","hebr1245","heb","Eurasia"
152,"hebr1245","ʒ","unknown","yes","new phoneme","no","NA","NA","hebr1245","Modern Hebrew","schwarzwald2011modernhebrew","NA","Elad Eisen","NA","NA","NA","afro1255","hebr1246","Modern Hebrew","False","language","safe",31.1056,35.0179,"heb",NA,NA,0,0,2,"IL JO LB PS SY","hebr1245","heb","Eurasia"
153,"mong1330","k","unknown","no","to be checked","unknown","Only in recent loanwords and 'descriptive items'","NA","mong1330","Mongolia Buriat","skribnik2003buryat","NA","Eitan Grossman","NA","NA","NA","mong1329","buri1258","Mongolia Buriat","False","language","vulnerable",48.7686,109.005,"bxm",NA,NA,0,0,2,"CN MN RU","mong1330","bxm","Eurasia"
153,"mong1330","kʲ","unknown","no","to be checked","unknown","Only in recent loanwords and 'descriptive items'","NA","mong1330","Mongolia Buriat","skribnik2003buryat","NA","Eitan Grossman","NA","NA","NA","mong1329","buri1258","Mongolia Buriat","False","language","vulnerable",48.7686,109.005,"bxm",NA,NA,0,0,2,"CN MN RU","mong1330","bxm","Eurasia"
153,"mong1330","p","unknown","no","to be checked","unknown","Only in recent loanwords and 'descriptive items'","NA","mong1330","Mongolia Buriat","skribnik2003buryat","NA","Eitan Grossman","NA","NA","NA","mong1329","buri1258","Mongolia Buriat","False","language","vulnerable",48.7686,109.005,"bxm",NA,NA,0,0,2,"CN MN RU","mong1330","bxm","Eurasia"
153,"mong1330","pʲ","unknown","no","to be checked","unknown","Only in recent loanwords and 'descriptive items'","NA","mong1330","Mongolia Buriat","skribnik2003buryat","NA","Eitan Grossman","NA","NA","NA","mong1329","buri1258","Mongolia Buriat","False","language","vulnerable",48.7686,109.005,"bxm",NA,NA,0,0,2,"CN MN RU","mong1330","bxm","Eurasia"
154,"mong1331","f","russ1263","yes","to be checked","to be checked","occurs with speakers who know Russian well. others substitute it with [pʰ]","NA","mong1331","Mongolian","svantesson2005mongolian","NA","Elad Eisen","NA","NA","NA","mong1329","khal1273","Mongolian","False","family","safe",NA,NA,"mon",NA,NA,0,2,14,"MN",NA,NA,NA
154,"mong1331","k","russ1263","yes","to be checked","to be checked","occurs with speakers who know Russian well. others substitute it with [x]","NA","mong1331","Mongolian","svantesson2005mongolian","NA","Elad Eisen","NA","NA","NA","mong1329","khal1273","Mongolian","False","family","safe",NA,NA,"mon",NA,NA,0,2,14,"MN",NA,NA,NA
154,"mong1331","ɬ","tibe1272","yes","to be checked","to be checked","NA","NA","mong1331","Mongolian","svantesson2005mongolian","NA","Elad Eisen","NA","NA","NA","mong1329","khal1273","Mongolian","False","family","safe",NA,NA,"mon",NA,NA,0,2,14,"MN",NA,NA,NA
154,"mong1331","ɮ","russ1263, tibe1272","no","other distributional change","to be checked","natively never word-initially, borrowing has broadened its distribution","NA","mong1331","Mongolian","svantesson2005mongolian","NA","Elad Eisen","NA","NA","NA","mong1329","khal1273","Mongolian","False","family","safe",NA,NA,"mon",NA,NA,0,2,14,"MN",NA,NA,NA
154,"mong1331","ɮʲ","russ1263, tibe1272","no","other distributional change","to be checked","natively never word-initially, borrowing has broadened its distribution","NA","mong1331","Mongolian","svantesson2005mongolian","NA","Elad Eisen","NA","NA","NA","mong1329","khal1273","Mongolian","False","family","safe",NA,NA,"mon",NA,NA,0,2,14,"MN",NA,NA,NA
154,"mong1331","pʰ","russ1263","yes","to be checked","to be checked","NA","NA","mong1331","Mongolian","svantesson2005mongolian","NA","Elad Eisen","NA","NA","NA","mong1329","khal1273","Mongolian","False","family","safe",NA,NA,"mon",NA,NA,0,2,14,"MN",NA,NA,NA
154,"mong1331","pʲʰ","russ1263","yes","to be checked","to be checked","NA","NA","mong1331","Mongolian","svantesson2005mongolian","NA","Elad Eisen","NA","NA","NA","mong1329","khal1273","Mongolian","False","family","safe",NA,NA,"mon",NA,NA,0,2,14,"MN",NA,NA,NA
154,"mong1331","r","russ1263, tibe1272","no","other distributional change","to be checked","natively never word-initially, borrowing has broadened its distribution","NA","mong1331","Mongolian","svantesson2005mongolian","NA","Elad Eisen","NA","NA","NA","mong1329","khal1273","Mongolian","False","family","safe",NA,NA,"mon",NA,NA,0,2,14,"MN",NA,NA,NA
154,"mong1331","rʲ","russ1263, tibe1272","no","other distributional change","to be checked","natively never word-initially, borrowing has broadened its distribution","NA","mong1331","Mongolian","svantesson2005mongolian","NA","Elad Eisen","NA","NA","NA","mong1329","khal1273","Mongolian","False","family","safe",NA,NA,"mon",NA,NA,0,2,14,"MN",NA,NA,NA
154,"mong1331","w","russ1263, tibe1272","no","other distributional change","to be checked","natively never word-initially, borrowing has broadened its distribution","NA","mong1331","Mongolian","svantesson2005mongolian","NA","Elad Eisen","NA","NA","NA","mong1329","khal1273","Mongolian","False","family","safe",NA,NA,"mon",NA,NA,0,2,14,"MN",NA,NA,NA
154,"mong1331","wʲ","russ1263, tibe1272","no","other distributional change","to be checked","natively never word-initially, borrowing has broadened its distribution","NA","mong1331","Mongolian","svantesson2005mongolian","NA","Elad Eisen","NA","NA","NA","mong1329","khal1273","Mongolian","False","family","safe",NA,NA,"mon",NA,NA,0,2,14,"MN",NA,NA,NA
156,"mudu1242","s","tokp1240","yes","new phoneme","no","NA","NA","mudu1242","Muduapa","bachet2006muduapa","NA","Einav Levanon","NA","NA","NA","aust1307","bali1280","Muduapa","False","language","safe",-4.69751,149.489,"wiv",NA,NA,0,0,0,"PG","mudu1242","wiv","Papunesia"
157,"munj1244","q","dari1249","yes","other distributional change","unknown","NA","NA","munj1244","Munji","williamson2017munji","NA","Dmitry Nikolaev","NA","NA","NA","indo1319","yidg1239","Munji","False","language","definitely endangered",35.9321,70.9404,"mnj",NA,NA,0,0,4,"AF","munj1244","mnj","Eurasia"
158,"musq1240","b","stan1293","yes","new phoneme","voicing","very uncommon, Musqueam originally did not have voicing distinction","NA","musq1240","Musqueam","suttles2004musqueam","NA","NA","NA","NA","NA","sali1255","halk1245","Musqueam","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","musq1240","","North America"
158,"musq1240","d","chin1272","no","new phoneme","voicing","appears in onomatopeia, very uncommon","NA","musq1240","Musqueam","suttles2004musqueam","NA","NA","NA","NA","NA","sali1255","halk1245","Musqueam","False","dialect","safe",NA,NA,"",NA,NA,0,0,0,"","musq1240","","North America"
