"InventoryID","BorrowingLanguageGlottocode","BorrowedSound","SourceLanguageGlottocode","OnlyInLoanwords","Result","NewDistinction","PhonemeComments","Verified","Glottocode","LanguageName","BibTexKey","Filename","Contributor","MetadataComments","PhoibleID","ClosestNeighbor"
39,"lish1247","v","kurd1259, hebr1246","yes","to be checked","to be checked",NA,NA,"lish1247","Challa Neo-Aramaic (Jewish NENA)","fassberg2010challa",NA,"KurdistanDB",NA,NA,NA
39,"lish1247","ʒ","kurd1259","yes","to be checked","to be checked",NA,NA,"lish1247","Challa Neo-Aramaic (Jewish NENA)","fassberg2010challa",NA,"KurdistanDB",NA,NA,NA
39,"lish1247","ʕ","arab1395, hebr1246","yes","new phoneme","pharyngeal",NA,"Eitan Grossman","lish1247","Challa Neo-Aramaic (Jewish NENA)","fassberg2010challa",NA,"KurdistanDB",NA,NA,NA
40,"cher1273","b","stan1288","yes","new phoneme","no","in other loans it was substituted with [w]","Eitan Grossman","cher1273","Cherokee","montgomery2008cherokee",NA,"Elad Eisen",NA,NA,NA
40,"cher1273","p","stan1288","yes","new phoneme","no","in other loans it was substituted with [w]","Eitan Grossman","cher1273","Cherokee","montgomery2008cherokee",NA,"Elad Eisen",NA,NA,NA
41,"chil1281","b","stan1293","yes","new phoneme","to be checked","Found only in ad hoc borrowings (code-switches)",NA,"chil1281","Chiliwack","galloway1977chilliwack",NA,"Eitan Grossman",NA,NA,NA
41,"chil1281","k","unknown","yes","new phoneme","no","Found only in borrowings",NA,"chil1281","Chiliwack","galloway1977chilliwack",NA,"Eitan Grossman",NA,NA,NA
41,"chil1281","kʼ","unknown","yes","new phoneme","no","Found only in borrowings",NA,"chil1281","Chiliwack","galloway1977chilliwack",NA,"Eitan Grossman",NA,NA,NA
41,"chil1281","n","stan1293","yes","new phoneme","to be checked","Found only in ad hoc borrowings (code-switches)",NA,"chil1281","Chiliwack","galloway1977chilliwack",NA,"Eitan Grossman",NA,NA,NA
41,"chil1281","ɽ","stan1293","yes","new phoneme","to be checked","Found only in ad hoc borrowings (code-switches)",NA,"chil1281","Chiliwack","galloway1977chilliwack",NA,"Eitan Grossman",NA,NA,NA
42,"chim1300","f","stan1288","mostly","new phoneme","no","Only one native word",NA,"chim1300","Chimalapa Zoque","jimenez2014chimalapazoque",NA,"Eitan Grossman",NA,NA,NA
43,"chiq1250","b","unknown","yes","to be checked","to be checked","(loan)",NA,"chiq1250","Chiquihuitlán Mazatec","PikePike1947","maq_SPA1979_phon.pdf","Steven Moran",NA,99,NA
43,"chiq1250","ð","unknown","yes","to be checked","to be checked","(loan)",NA,"chiq1250","Chiquihuitlán Mazatec","PikePike1947","maq_SPA1979_phon.pdf","Steven Moran",NA,99,NA
43,"chiq1250","ɣ","unknown","yes","to be checked","to be checked","(loan)",NA,"chiq1250","Chiquihuitlán Mazatec","PikePike1947","maq_SPA1979_phon.pdf","Steven Moran",NA,99,NA
43,"chiq1250","p","unknown","yes","to be checked","to be checked","(loan)",NA,"chiq1250","Chiquihuitlán Mazatec","PikePike1947","maq_SPA1979_phon.pdf","Steven Moran",NA,99,NA
43,"chiq1250","r","unknown","yes","to be checked","to be checked","(loan)",NA,"chiq1250","Chiquihuitlán Mazatec","PikePike1947","maq_SPA1979_phon.pdf","Steven Moran",NA,99,NA
44,"chol1282","d","stan1288","yes","new phoneme","no",NA,NA,"chol1282","Chol","vasquez2011chol",NA,"Eitan Grossman",NA,NA,NA
44,"chol1282","f","stan1288","yes","new phoneme","no",NA,NA,"chol1282","Chol","vasquez2011chol",NA,"Eitan Grossman",NA,NA,NA
44,"chol1282","ɡ","stan1288","yes","new phoneme","no",NA,NA,"chol1282","Chol","vasquez2011chol",NA,"Eitan Grossman",NA,NA,NA
44,"chol1282","n","stan1288","yes","phonologization of allophone","no",NA,NA,"chol1282","Chol","vasquez2011chol",NA,"Eitan Grossman",NA,NA,NA
44,"chol1282","r","stan1288","yes","new phoneme","no",NA,NA,"chol1282","Chol","vasquez2011chol",NA,"Eitan Grossman",NA,NA,NA
44,"chol1282","t","stan1288","yes","phonologization of allophone","no",NA,NA,"chol1282","Chol","vasquez2011chol",NA,"Eitan Grossman",NA,NA,NA
45,"chol1284","b","stan1288","yes","new phoneme","to be checked","no previous voiced stops",NA,"chol1284","Cholón","adelaar2004cholon",NA,"Eitan Grossman",NA,NA,NA
45,"chol1284","d","stan1288","yes","new phoneme","to be checked","no previous voiced stops",NA,"chol1284","Cholón","adelaar2004cholon",NA,"Eitan Grossman",NA,NA,NA
45,"chol1284","f","stan1288","yes","new phoneme","no",NA,NA,"chol1284","Cholón","adelaar2004cholon",NA,"Eitan Grossman",NA,NA,NA
45,"chol1284","ɡ","stan1288","yes","new phoneme","to be checked","no previous voiced stops",NA,"chol1284","Cholón","adelaar2004cholon",NA,"Eitan Grossman",NA,NA,NA
45,"chol1284","r","stan1288","yes","new phoneme","to be checked",NA,NA,"chol1284","Cholón","adelaar2004cholon",NA,"Eitan Grossman",NA,NA,NA
47,"chuv1255","b","russ1263","yes","other distributional change","unknown",NA,NA,"chuv1255","Chuvash","clark1998chuvash, Kruger1961,Andreev1966",NA,"Dmitry Nikolaev",NA,NA,NA
47,"chuv1255","d̪","russ1263","yes","other distributional change","unknown",NA,NA,"chuv1255","Chuvash","clark1998chuvash, Kruger1961,Andreev1966",NA,"Dmitry Nikolaev",NA,NA,NA
47,"chuv1255","f","russ1263","yes","other distributional change","unknown",NA,NA,"chuv1255","Chuvash","clark1998chuvash, Kruger1961,Andreev1966",NA,"Dmitry Nikolaev",NA,NA,NA
47,"chuv1255","ɡ","russ1263","yes","other distributional change","unknown",NA,NA,"chuv1255","Chuvash","clark1998chuvash, Kruger1961,Andreev1966",NA,"Dmitry Nikolaev",NA,NA,NA
47,"chuv1255","o","russ1263","yes","other distributional change","unknown",NA,NA,"chuv1255","Chuvash","clark1998chuvash, Kruger1961,Andreev1966",NA,"Dmitry Nikolaev",NA,NA,NA
47,"chuv1255","ts","russ1263","yes","other distributional change","unknown",NA,NA,"chuv1255","Chuvash","clark1998chuvash, Kruger1961,Andreev1966",NA,"Dmitry Nikolaev",NA,NA,NA
47,"chuv1255","z","russ1263","yes","other distributional change","unknown",NA,NA,"chuv1255","Chuvash","clark1998chuvash, Kruger1961,Andreev1966",NA,"Dmitry Nikolaev",NA,NA,NA
47,"chuv1255","ʐ","russ1263","yes","other distributional change","unknown",NA,NA,"chuv1255","Chuvash","clark1998chuvash, Kruger1961,Andreev1966",NA,"Dmitry Nikolaev",NA,NA,NA
48,"coat1238","b","stan1288","no","phonologization of allophone","no","Voiced stops are allophonic intervocalically in the native lexicon, but borrowings have evidently made these contrastive.",NA,"coat1238","Coatlán Mixe","elson1992mixezoque",NA,"Eitan Grossman",NA,NA,NA
48,"coat1238","d","stan1288","no","phonologization of allophone","no","Voiced stops are allophonic intervocalically in the native lexicon, but borrowings have evidently made these contrastive.",NA,"coat1238","Coatlán Mixe","elson1992mixezoque",NA,"Eitan Grossman",NA,NA,NA
48,"coat1238","ɡ","stan1288","no","phonologization of allophone","no","Voiced stops are allophonic intervocalically in the native lexicon, but borrowings have evidently made these contrastive.",NA,"coat1238","Coatlán Mixe","elson1992mixezoque",NA,"Eitan Grossman",NA,NA,NA
49,"coco1260","h","stan1293, arab1395","yes","new phoneme","no","Phoneme is uncommon. Author mentions influence of standard Indonesian and English",NA,"coco1260","Cocos Islands Malay","adelaar1996cocosmalay",NA,"Einav Levanon",NA,NA,NA
49,"coco1260","v","stan1293","yes","new phoneme","no","Phoneme is uncommon. Author mentions influence of standard Indonesian and English",NA,"coco1260","Cocos Islands Malay","adelaar1996cocosmalay",NA,"Einav Levanon",NA,NA,NA
49,"coco1260","z","stan1293, arab1395","yes","new phoneme","no","Phoneme is uncommon. Author mentions influence of standard Indonesian and English",NA,"coco1260","Cocos Islands Malay","adelaar1996cocosmalay",NA,"Einav Levanon",NA,NA,NA
50,"copa1236","b","unknown","unknown","to be checked","to be checked","(allo,loan)",NA,"copa1236","Copainalá Zoque","Wonderly1951","zoc_SPA1979_phon.pdf","Steven Moran",NA,83,NA
50,"copa1236","d","unknown","unknown","to be checked","to be checked","(allo,loan)",NA,"copa1236","Copainalá Zoque","Wonderly1951","zoc_SPA1979_phon.pdf","Steven Moran",NA,83,NA
50,"copa1236","f","unknown","yes","to be checked","to be checked","(loan)",NA,"copa1236","Copainalá Zoque","Wonderly1951","zoc_SPA1979_phon.pdf","Steven Moran",NA,83,NA
50,"copa1236","ɡ","unknown","unknown","to be checked","to be checked","(allo,loan)",NA,"copa1236","Copainalá Zoque","Wonderly1951","zoc_SPA1979_phon.pdf","Steven Moran",NA,83,NA
50,"copa1236","r","unknown","yes","to be checked","to be checked","(loan)",NA,"copa1236","Copainalá Zoque","Wonderly1951","zoc_SPA1979_phon.pdf","Steven Moran",NA,83,NA
50,"copa1236","ɾ","unknown","yes","to be checked","to be checked","(loan)",NA,"copa1236","Copainalá Zoque","Wonderly1951","zoc_SPA1979_phon.pdf","Steven Moran",NA,83,NA
51,"copt1239","d","gree1276","yes","to be checked","to be checked","Coptic did not have voice distinctions in obstruents.",NA,"copt1239","Coptic","layton2011coptic",NA,"Eitan Grossman",NA,NA,NA
51,"copt1239","ɡ","gree1276","yes","to be checked","to be checked","Coptic did not have voiced obstruents.",NA,"copt1239","Coptic","layton2011coptic",NA,"Eitan Grossman",NA,NA,NA
51,"copt1239","z","gree1276","yes","to be checked","to be checked","Coptic did not have voice distinctions in obstruents. note: [z] is attested as a rare allophone of /s/ in voiced environments, but it is not contrastive in native words.",NA,"copt1239","Coptic","layton2011coptic",NA,"Eitan Grossman",NA,NA,NA
52,"crow1244","l","stan1293","no","phonologization of allophone","lateral","appears as an allophone of /n/ in conservative speech and related Hidatsa.",NA,"crow1244","Crow","graczyk2007crow",NA,"NA",NA,NA,NA
54,"cupe1243","d","stan1288","yes","new phoneme","voicing","Cupeño does not have a voicing distinction in non-loan words",NA,"cupe1243","Cupeño","hill2005cupeno",NA,"NA",NA,NA,NA
54,"cupe1243","ɛ","stan1288","no","phonologization of allophone","no","appears in a few native words and as an allophone of /e/",NA,"cupe1243","Cupeño","hill2005cupeno",NA,"NA",NA,NA,NA
54,"cupe1243","f","stan1288","yes","new phoneme","no",NA,NA,"cupe1243","Cupeño","hill2005cupeno",NA,"NA",NA,NA,NA
54,"cupe1243","ɡ","stan1288","yes","new phoneme","voicing","Cupeño does not have a voicing distinction in non-loan words",NA,"cupe1243","Cupeño","hill2005cupeno",NA,"NA",NA,NA,NA
54,"cupe1243","o","stan1288, tong1329","yes","new phoneme","no",NA,NA,"cupe1243","Cupeño","hill2005cupeno",NA,"NA",NA,NA,NA
54,"cupe1243","ɾ","tong1329","yes","new phoneme","tap","probably from Tongva via Luiseño",NA,"cupe1243","Cupeño","hill2005cupeno",NA,"NA",NA,NA,NA
55,"daur1238","f","unknown","no","to be checked","unknown","Mostly in loanwords",NA,"daur1238","Dagur","tsumagari2003dagur",NA,"Eitan Grossman",NA,NA,NA
55,"daur1238","p","unknown","no","to be checked","unknown","Mostly in loanwords",NA,"daur1238","Dagur","tsumagari2003dagur",NA,"Eitan Grossman",NA,NA,NA
56,"dame1241","ɣ","unknown","yes","other distributional change","unknown",NA,NA,"dame1241","Dameli","bashir2007dardic, morgenstierne1942dameli",NA,"Dmitry Nikolaev",NA,NA,NA
56,"dame1241","x","unknown","yes","other distributional change","unknown",NA,NA,"dame1241","Dameli","bashir2007dardic, morgenstierne1942dameli",NA,"Dmitry Nikolaev",NA,NA,NA
57,"diml1238","sˤ","unknown","yes","to be checked","to be checked",NA,NA,"diml1238","Dimli","todd2003dimili",NA,"KurdistanDB",NA,NA,NA
57,"diml1238","tˤ","unknown","yes","to be checked","to be checked",NA,NA,"diml1238","Dimli","todd2003dimili",NA,"KurdistanDB",NA,NA,NA
57,"diml1238","ʕ","unknown","yes","to be checked","to be checked",NA,NA,"diml1238","Dimli","todd2003dimili",NA,"KurdistanDB",NA,NA,NA
58,"duka1248","s","tokp1240","no","other distributional change","no","in native phonology /s/ appears only morpheme-initially",NA,"duka1248","Duka-Ekor","desousa2006menggwa",NA,"Einav Levanon",NA,NA,NA
59,"dusn1237","d̠ʒ","indo1316","yes","new phoneme","affricate",NA,NA,"dusn1237","Dusner","dalrymple2012dusner",NA,"Einav Levanon",NA,NA,NA
59,"dusn1237","h","indo1316","yes","new phoneme","glottal",NA,NA,"dusn1237","Dusner","dalrymple2012dusner",NA,"Einav Levanon",NA,NA,NA
59,"dusn1237","l","indo1316","no","other distributional change","no","appears also in proper names",NA,"dusn1237","Dusner","dalrymple2012dusner",NA,"Einav Levanon",NA,NA,NA
59,"dusn1237","ɲ","indo1316","yes","new phoneme","no",NA,NA,"dusn1237","Dusner","dalrymple2012dusner",NA,"Einav Levanon",NA,NA,NA
59,"dusn1237","t̠ʃ","indo1316","yes","new phoneme","affricate",NA,NA,"dusn1237","Dusner","dalrymple2012dusner",NA,"Einav Levanon",NA,NA,NA
60,"east2440","d̠ʒ","tern1247, nort2828, stan1293","yes","new phoneme","affricate",NA,NA,"east2440","East Makian","bowden2001taba",NA,"Einav Levanon",NA,NA,NA
60,"east2440","f","tern1247, nort2828, dutc1256, arab1395","yes","new phoneme","labiodental",NA,NA,"east2440","East Makian","bowden2001taba",NA,"Einav Levanon",NA,NA,NA
60,"east2440","t̠ʃ","tern1247, nort2828, macr1272, dutc1256","no","phonologization of allophone","affricate","appears as an allophone of /s/ in native phonology",NA,"east2440","East Makian","bowden2001taba",NA,"Einav Levanon",NA,NA,NA
60,"east2440","ʔ","arab1395","yes","new phoneme","no","marginal",NA,"east2440","East Makian","bowden2001taba",NA,"Einav Levanon",NA,NA,NA
61,"nucl1235","f","unknown","yes","to be checked","to be checked","(loan)",NA,"nucl1235","Eastern Armenian","Allen1950","hye_SPA1979_phon.pdf","Steven Moran",NA,171,NA
62,"east2495","n","stan1293","no","phonologization of allophone","no","allophone of native /ɺ/ word initially. appears word medially in loanwords. Bilingualism is uncommon",NA,"east2495","Eastern Edolo","gossner1998easternedolo",NA,"Einav Levanon",NA,NA,NA
63,"east2328","f","unknown","yes","to be checked","to be checked","(loan)",NA,"east2328","Eastern Mari","Ristinen1960","mhr_SPA1979_phon.pdf","Steven Moran",NA,181,NA
63,"east2328","pʲ","unknown","yes","to be checked","to be checked","(loan)",NA,"east2328","Eastern Mari","Ristinen1960","mhr_SPA1979_phon.pdf","Steven Moran",NA,181,NA
63,"east2328","sʲ","unknown","yes","to be checked","to be checked","(loan)",NA,"east2328","Eastern Mari","Ristinen1960","mhr_SPA1979_phon.pdf","Steven Moran",NA,181,NA
63,"east2328","tʲ","unknown","yes","to be checked","to be checked","(loan)",NA,"east2328","Eastern Mari","Ristinen1960","mhr_SPA1979_phon.pdf","Steven Moran",NA,181,NA
63,"east2328","ts","unknown","yes","to be checked","to be checked","(loan)",NA,"east2328","Eastern Mari","Ristinen1960","mhr_SPA1979_phon.pdf","Steven Moran",NA,181,NA
63,"east2328","x","unknown","yes","to be checked","to be checked","(loan)",NA,"east2328","Eastern Mari","Ristinen1960","mhr_SPA1979_phon.pdf","Steven Moran",NA,181,NA
64,"east2542","l","unknown","yes","to be checked","to be checked","(loan)",NA,"east2542","Eastern Ojibwa","Bloomfield1957","ojg_SPA1979_phon.pdf","Steven Moran",NA,72,NA
65,"panj1256","f","unknown","unknown","to be checked","to be checked","(loan,free)",NA,"panj1256","Eastern Panjabi","GillGleason1963","pan_SPA1979_phon.pdf","Steven Moran",NA,175,NA
65,"panj1256","z̻","unknown","yes","to be checked","to be checked","(loan)",NA,"panj1256","Eastern Panjabi","GillGleason1963","pan_SPA1979_phon.pdf","Steven Moran",NA,175,NA
66,"egyp1253","d̠ʒ","unknown","yes","to be checked","to be checked","(loan)",NA,"egyp1253","Egyptian Arabic","Mitchell1962,Tomiche1964,Kennedy1960","arz_SPA1979_phon.pdf","Steven Moran",NA,132,NA
66,"egyp1253","p","unknown","unknown","to be checked","to be checked","(loan,free)",NA,"egyp1253","Egyptian Arabic","Mitchell1962,Tomiche1964,Kennedy1960","arz_SPA1979_phon.pdf","Steven Moran",NA,132,NA
66,"egyp1253","v","unknown","unknown","to be checked","to be checked","(loan,free)",NA,"egyp1253","Egyptian Arabic","Mitchell1962,Tomiche1964,Kennedy1960","arz_SPA1979_phon.pdf","Steven Moran",NA,132,NA
67,"stan1293","x","unknown","yes","to be checked","to be checked","(loan)",NA,"stan1293","English","OConner1973,Gimson1962,Halle1973,Fudge1975,Trnka1968","eng_SPA1979_phon.pdf","Steven Moran",NA,160,NA
68,"esto1258","f","unknown","yes","other distributional change","unknown",NA,NA,"esto1258","Estonian","hebedova2013estonian, asu2009estonian",NA,"Dmitry Nikolaev",NA,NA,NA
68,"esto1258","ʃ","unknown","yes","other distributional change","unknown",NA,NA,"esto1258","Estonian","hebedova2013estonian, asu2009estonian",NA,"Dmitry Nikolaev",NA,NA,NA
69,"even1260","p","unknown","unknown","to be checked","to be checked","(limited,loan)",NA,"even1260","Even","Novikova1960","eve_SPA1979_phon.pdf","Steven Moran",NA,192,NA
69,"even1260","z","unknown","yes","to be checked","to be checked","(loan)",NA,"even1260","Even","Novikova1960","eve_SPA1979_phon.pdf","Steven Moran",NA,192,NA
70,"ewee1241","p","unknown","yes","to be checked","to be checked","Gḛ dialect has also native /p/",NA,"ewee1241","Ewe","pasch1995ewe",NA,"Elad Eisen",NA,NA,NA
71,"finn1318","b","swed1254","yes","other distributional change","to be checked","b is attested in Finnish dialects as an allophone, but in standard Finnish it has a restricted use, mostly in loanwords and slang words (such as abstrakti, jobbari, banaani)",NA,"finn1318","Finnish","hakulinen2004finnish",NA,"Lotta Jalava",NA,NA,NA
71,"finn1318","f","swed1254","no","to be checked","to be checked","f is attested in Finnish western dialects, but in standard Finnish it has a restricted use, mostly in loanwords and slang (such as farkut, bluffata, safka, katastrofi)",NA,"finn1318","Finnish","hakulinen2004finnish",NA,"Lotta Jalava",NA,NA,NA
71,"finn1318","ɡ","swed1254","yes","to be checked","to be checked","g is attested in Finnish dialects as an allophone, but in standard Finnish it has a restricted use, mostly in loanwords and slang (such as jogurtti, orgaaninen, gaala)",NA,"finn1318","Finnish","hakulinen2004finnish",NA,"Lotta Jalava",NA,NA,NA
71,"finn1318","ʃ","swed1254, stan1293","yes","new phoneme","to be checked","only in some very few loanwords and slang word (such as bolševikki, charmi, shamaani, shampoo). Usually not considered as part of the Finnish consonant inventory",NA,"finn1318","Finnish","hakulinen2004finnish",NA,"Lotta Jalava",NA,NA,NA
72,"fore1274","r","russ1263","yes","other distributional change","unknown","Historically Proto Nenets r -> Forest Nenets ɬ, nowadays r in loanwords",NA,"fore1274","Forest Nenets","salminen2007forestnenets",NA,"Lotta Jalava",NA,NA,NA
74,"gant1244","ɾ","tokp1240","yes","new phoneme","rhotic","[ɾ] is an allophone of /t/ in native phonology.",NA,"gant1244","Gants","daniels2015sogeram",NA,"Einav Levanon",NA,NA,NA
75,"garo1247","l","unknown","unknown","to be checked","to be checked","(loan,allo,free)",NA,"garo1247","Garo","Burling1961","grt_SPA1979_phon.pdf","Steven Moran",NA,24,NA
76,"gawh1238","ʔ","unknown","yes","to be checked","to be checked",NA,NA,"gawh1238","Gawraju Gorani","stilo2004vafsi",NA,"KurdistanDB",NA,NA,NA
76,"gawh1238","ʕ","unknown","yes","to be checked","to be checked",NA,NA,"gawh1238","Gawraju Gorani","stilo2004vafsi",NA,"KurdistanDB",NA,NA,NA
77,"gayo1244","ʔ","indo1316, arab1395","yes","new phoneme","no",NA,NA,"gayo1244","Gayo","eades2005gayo",NA,"NA",NA,NA,NA
78,"nucl1302","h","unknown","unknown","to be checked","to be checked","(limited,loan)",NA,"nucl1302","Georgian","RobinsWaterson1952,Selmer1935,Tschenkeli1958,Vogt1938,Vogt1939,Vogt1958,Vogt1971","kat_SPA1979_phon.pdf","Steven Moran",NA,5,NA
79,"stan1295","ã","stan1290","yes","to be checked","to be checked",NA,NA,"stan1295","German","wiese1996german",NA,"Elad Eisen",NA,NA,NA
79,"stan1295","d̠ʒ","unknown","yes","to be checked","to be checked",NA,NA,"stan1295","German","wiese1996german",NA,"Elad Eisen",NA,NA,NA
79,"stan1295","ɛ̃","stan1290","yes","to be checked","to be checked",NA,NA,"stan1295","German","wiese1996german",NA,"Elad Eisen",NA,NA,NA
79,"stan1295","œ̃","stan1290","yes","to be checked","to be checked",NA,NA,"stan1295","German","wiese1996german",NA,"Elad Eisen",NA,NA,NA
79,"stan1295","ɔ̃","stan1290","yes","to be checked","to be checked",NA,NA,"stan1295","German","wiese1996german",NA,"Elad Eisen",NA,NA,NA
79,"stan1295","ʒ","stan1290","yes","to be checked","to be checked",NA,NA,"stan1295","German","wiese1996german",NA,"Elad Eisen",NA,NA,NA
80,"gran1245","j","unknown","yes","other distributional change","unknown",NA,NA,"gran1245","Grangali","bashir2007dardic, grjunberg1971grangali_zemiaki",NA,"Dmitry Nikolaev",NA,NA,NA
81,"gras1249","l","stan1293","no","phonologization of allophone","no","allophone of /ɾ/ in native phonology",NA,"gras1249","Grass Koiari","dutton2003koiari",NA,"Einav Levanon",NA,NA,NA
81,"gras1249","p","stan1293","no","phonologization of allophone","no","allophone of /f/ in native phonology",NA,"gras1249","Grass Koiari","dutton2003koiari",NA,"Einav Levanon",NA,NA,NA
83,"guer1243","b","stan1288","yes","new phoneme","to be checked",NA,NA,"guer1243","Guerrero Amuzgo","steward2000guerreroamuzgo",NA,"Eitan Grossman",NA,NA,NA
83,"guer1243","f","stan1288","yes","new phoneme","to be checked",NA,NA,"guer1243","Guerrero Amuzgo","steward2000guerreroamuzgo",NA,"Eitan Grossman",NA,NA,NA
83,"guer1243","j","stan1288","yes","new phoneme","to be checked","ll - could also be ʝ",NA,"guer1243","Guerrero Amuzgo","steward2000guerreroamuzgo",NA,"Eitan Grossman",NA,NA,NA
83,"guer1243","k","stan1288","yes","new phoneme","to be checked",NA,NA,"guer1243","Guerrero Amuzgo","steward2000guerreroamuzgo",NA,"Eitan Grossman",NA,NA,NA
83,"guer1243","p","stan1288","yes","new phoneme","to be checked",NA,NA,"guer1243","Guerrero Amuzgo","steward2000guerreroamuzgo",NA,"Eitan Grossman",NA,NA,NA
83,"guer1243","r","stan1288","yes","new phoneme","to be checked",NA,NA,"guer1243","Guerrero Amuzgo","steward2000guerreroamuzgo",NA,"Eitan Grossman",NA,NA,NA
83,"guer1243","ɾ","stan1288","yes","new phoneme","to be checked",NA,NA,"guer1243","Guerrero Amuzgo","steward2000guerreroamuzgo",NA,"Eitan Grossman",NA,NA,NA
83,"guer1243","z","stan1288","yes","new phoneme","to be checked",NA,NA,"guer1243","Guerrero Amuzgo","steward2000guerreroamuzgo",NA,"Eitan Grossman",NA,NA,NA
86,"hert1242","ɣ","unknown","yes","to be checked","to be checked",NA,NA,"hert1242","Hértevin Proper","jastrow1988hertevin",NA,"KurdistanDB",NA,NA,NA
86,"hert1242","k","unknown","yes","to be checked","to be checked",NA,NA,"hert1242","Hértevin Proper","jastrow1988hertevin",NA,"KurdistanDB",NA,NA,NA
86,"hert1242","x","unknown","yes","to be checked","to be checked",NA,NA,"hert1242","Hértevin Proper","jastrow1988hertevin",NA,"KurdistanDB",NA,NA,NA
86,"hert1242","ʕ","unknown","yes","to be checked","to be checked",NA,NA,"hert1242","Hértevin Proper","jastrow1988hertevin",NA,"KurdistanDB",NA,NA,NA
87,"karb1241","bʰ","assa1263","yes","new phoneme","no","Only some speakers produce the voiced aspirated stops, others treat it as a cluster of voiced stop plus /h/ and break it up by inserting a copy vowel, e.g. /bhari/ > /bahari/. This only happens to voiced aspirated stops in onset position",NA,"karb1241","Hills Karbi","konnerth2014karbi",NA,"Linda Konnerth",NA,NA,NA
87,"karb1241","ɡ","assa1263","yes","new phoneme","no","Compared to the voiced aspirated stops, voiced /g/ seems pretty established in loanwords (from Assamese but also from other languages, like English).",NA,"karb1241","Hills Karbi","konnerth2014karbi",NA,"Linda Konnerth",NA,NA,NA
89,"hueh1236","b","stan1288","yes","new phoneme","to be checked","Two phonemes (/r/ and //) occur only in ideophones7 and Spanish loan words, and three phonemes (/b/, /d/, /g/) occur only in Spanish borrowings and as allophones of their voiceless counterparts.",NA,"hueh1236","Huehuetla Tepehua","kung2007tepehua",NA,"Eitan Grossman",NA,NA,NA
89,"hueh1236","d","stan1288","yes","new phoneme","to be checked","Two phonemes (/r/ and //) occur only in ideophones7 and Spanish loan words, and three phonemes (/b/, /d/, /g/) occur only in Spanish borrowings and as allophones of their voiceless counterparts.",NA,"hueh1236","Huehuetla Tepehua","kung2007tepehua",NA,"Eitan Grossman",NA,NA,NA
89,"hueh1236","ɡ","stan1288","yes","new phoneme","to be checked","Two phonemes (/r/ and //) occur only in ideophones7 and Spanish loan words, and three phonemes (/b/, /d/, /g/) occur only in Spanish borrowings and as allophones of their voiceless counterparts.",NA,"hueh1236","Huehuetla Tepehua","kung2007tepehua",NA,"Eitan Grossman",NA,NA,NA
89,"hueh1236","r","stan1288","mostly","other distributional change","to be checked","Two phonemes (/r/ and //) occur only in ideophones7 and Spanish loan words, and three phonemes (/b/, /d/, /g/) occur only in Spanish borrowings and as allophones of their voiceless counterparts.",NA,"hueh1236","Huehuetla Tepehua","kung2007tepehua",NA,"Eitan Grossman",NA,NA,NA
89,"hueh1236","ɾ","stan1288","mostly","other distributional change","to be checked","Two phonemes (/r/ and //) occur only in ideophones7 and Spanish loan words, and three phonemes (/b/, /d/, /g/) occur only in Spanish borrowings and as allophones of their voiceless counterparts.",NA,"hueh1236","Huehuetla Tepehua","kung2007tepehua",NA,"Eitan Grossman",NA,NA,NA
90,"hung1274","d̠ʒ","unknown","yes","to be checked","to be checked","(loan)",NA,"hung1274","Hungarian","Kalman1972,Banhidi_etal1965,Hall1938,Hall1944","hun_SPA1979_phon.pdf","Steven Moran",NA,183,NA
90,"hung1274","w","unknown","yes","to be checked","to be checked","(loan)",NA,"hung1274","Hungarian","Kalman1972,Banhidi_etal1965,Hall1938,Hall1944","hun_SPA1979_phon.pdf","Steven Moran",NA,183,NA
91,"hupa1239","qʰ","unknown","yes","to be checked","to be checked","(loan)",NA,"hupa1239","Hupa","Golla1970,Woodward1964","hup_SPA1979_phon.pdf","Steven Moran",NA,65,NA
